■ 개봉일람_월별,,,,,,,,,,,,,,,,,
- 조회일: 2021-03-18,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2020~2020   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
113,작가 미상,플로리안 헨켈 폰 도너스마르크,,(주)영화사 진진,(주)영화사 진진,2020-02-20,개봉영화,장편,독일,55,"47,772,980","5,632","36,590,720","4,200",드라마,청소년관람불가,독립/예술영화
114,헌트,크레이그 조벨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2020-04-23,개봉영화,장편,미국,30,"47,535,240","6,415","33,632,640","4,708",액션,청소년관람불가,일반영화
115,뮤지컬 브로드웨이 42번가,마크 브램블,,C 무비,C 무비,2020-07-08,개봉영화,장편,미국,48,"47,531,000","2,644","18,240,500","1,014",뮤지컬,전체관람가,일반영화
116,부력,로드 라스젠,,,(주)영화사 그램,2020-06-25,개봉영화,장편,호주,90,"46,094,660","5,523","30,799,340","3,462",드라마,15세이상관람가,독립/예술영화
117,걸즈 앤 판처 최종장,미즈시마 츠토무,,(주)엔케이컨텐츠,(주)디스테이션,2020-03-12,개봉영화,장편,일본,11,"46,050,000","4,850","32,651,000","3,360",애니메이션,12세이상관람가,일반영화
118,사랑이 뭘까,이마이즈미 리키야,,(주)엣나인필름,(주)엣나인필름,2020-04-09,개봉영화,장편,일본,132,"45,020,480","5,045","31,899,820","3,495",멜로/로맨스,15세이상관람가,독립/예술영화
119,온다,나카시마 테츠야,,(주)미디어캐슬,(주)트리플픽쳐스,2020-03-26,개봉영화,장편,일본,163,"44,904,840","5,456","25,688,740","3,080",공포(호러),15세이상관람가,독립/예술영화
120,그링고,내쉬 에드게톤,,(주)누리픽쳐스,(주)영화사 진진,2020-03-05,개봉영화,장편,미국,45,"43,189,500","7,816","37,941,000","7,188",액션,15세이상관람가,독립/예술영화
121,1942: 언노운 배틀,,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-07-29,개봉영화,장편,러시아,121,"43,025,100","5,399","18,896,960","2,354",전쟁,15세이상관람가,일반영화
122,불량한 가족,장재일,(주)발자국 공장,,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2020-07-09,개봉영화,장편,한국,161,"41,519,940","4,872","17,410,360","1,889",코미디,12세이상관람가,독립/예술영화
123,리벤지,코랄리 파르쟈,,(주)컴퍼니엘,(주)팝엔터테인먼트,2020-05-06,개봉영화,장편,프랑스,143,"40,284,300","4,814","13,224,520","1,552",액션,청소년관람불가,독립/예술영화
124,에이브의 쿠킹 다이어리,,,(주)영화사 진진,(주)영화사 진진,2020-06-24,개봉영화,장편,브라질,56,"39,993,060","5,213","33,569,100","4,365",드라마,전체관람가,독립/예술영화
125,극장판 시로바코,미즈시마 츠토무,,(주)애니플러스,(주)애니플러스,2020-08-20,개봉영화,장편,일본,64,"38,849,610","4,464","16,339,110","1,829",애니메이션,12세이상관람가,일반영화
126,이장,정승오,㈜인디스토리,,㈜인디스토리,2020-03-25,개봉영화,장편,한국,82,"37,737,040","4,670","21,628,940","2,426",드라마,12세이상관람가,독립/예술영화
127,트랜짓,크리스티안 펫졸드,,M&M 인터내셔널,M&M 인터내셔널,2020-07-02,개봉영화,장편,독일,42,"37,686,660","4,429","30,896,480","3,517",드라마,12세이상관람가,독립/예술영화
128,에베레스트,이인항,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-07-22,개봉영화,장편,중국,142,"36,419,640","4,356","15,919,800","1,863",액션,15세이상관람가,일반영화
129,들리나요?,"김봉한,신승환",(주)영화사장춘,,(주)트리플픽쳐스,2020-06-10,개봉영화,장편,한국,103,"35,911,140","3,598","15,187,480","1,570",다큐멘터리,전체관람가,독립/예술영화
130,슈팅걸스,배효민,"새바엔터테인먼트,(주)아이언 스튜디오",,(주)영화사오원,2020-05-06,개봉영화,장편,한국,207,"35,823,060","4,587","7,714,740",913,드라마,12세이상관람가,독립/예술영화
131,와일드 시티,론 스캘펠로,,(주)스톰픽쳐스코리아,와이드 릴리즈(주),2020-06-17,개봉영화,장편,영국,111,"35,310,180","4,168","15,517,380","1,885",액션,청소년관람불가,독립/예술영화
132,부다페스트 스토리,아틸라 사스,,알토미디어(주),알토미디어(주),2020-08-13,개봉영화,장편,헝가리,33,"34,661,490","4,181","20,315,160","2,365",스릴러,15세이상관람가,독립/예술영화
133,고 피쉬!,숀 패트릭 오렐리,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2020-07-23,개봉영화,장편,미국,138,"33,952,780","4,338","4,877,640",597,애니메이션,전체관람가,일반영화
134,레미: 집 없는 아이,앙트완 블로시에르,,(주)에스와이코마드,(주)팝엔터테인먼트,2020-05-28,개봉영화,장편,프랑스,168,"33,242,380","4,160","14,916,560","1,875",가족,전체관람가,독립/예술영화
135,부산행:익스텐디드,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2020-07-01,개봉영화,장편,한국,88,"32,808,500","4,117","13,763,500","1,715",액션,15세이상관람가,일반영화
136,카메론 포스트의 잘못된 교육,데지레 아카반,,"발진 인터네셔널,주식회사 더쿱",(주)팝엔터테인먼트,2020-06-04,개봉영화,장편,미국,108,"31,208,020","3,541","18,353,580","2,063",드라마,15세이상관람가,독립/예술영화
137,주식회사 스페셜액터스,우에다 신이치로,,찬란,찬란,2020-08-06,개봉영화,장편,일본,43,"31,033,440","3,606","22,011,440","2,396",코미디,전체관람가,독립/예술영화
138,어서오시게스트하우스,심요한,K'arts,,(주)리틀빅픽쳐스,2020-08-13,개봉영화,장편,한국,58,"30,665,670","3,468","21,310,000","2,323",드라마,15세이상관람가,독립/예술영화
139,해피 디 데이,켄 마리노,,그린나래미디어(주),(주)영화사 빅,2020-07-01,개봉영화,장편,미국,153,"30,493,800","3,694","12,078,220","1,441",코미디,전체관람가,독립/예술영화
140,용길이네 곱창집,정의신,,(주)퍼스트런,(주)영화사 그램,2020-03-12,개봉영화,장편,일본,93,"30,463,160","3,753","14,769,500","1,846",드라마,15세이상관람가,독립/예술영화
141,카오산 탱고,김범삼,,,(주)영화사 그램,2020-07-30,개봉영화,장편,한국,45,"30,166,860","3,717","21,905,460","2,474",드라마,12세이상관람가,독립/예술영화
142,나이브스 아웃,라이언 존슨,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2019-12-04,개봉영화,장편,미국,686,"30,077,740","5,081","13,681,960","2,319",미스터리,12세이상관람가,일반영화
143,헌티드 파크,타카하시 히로시,,(주)스톰픽쳐스코리아,(주)삼백상회,2020-05-06,개봉영화,장편,일본,143,"30,047,360","3,467","7,408,400",823,공포(호러),15세이상관람가,독립/예술영화
144,썸원 썸웨어,세드릭 클라피쉬,,(주)에이유앤씨,찬란,2020-04-29,개봉영화,장편,프랑스,37,"29,920,640","3,589","21,501,280","2,469",멜로/로맨스,12세이상관람가,독립/예술영화
145,시라이,,,(주)엔케이컨텐츠,(주)디스테이션,2020-07-15,개봉영화,장편,일본,70,"28,571,620","3,305","4,506,280",498,공포(호러),15세이상관람가,독립/예술영화
146,비행,조성빈,㈜ 써드아이비디오,,"아이 엠,케이티하이텔(주)",2020-03-19,개봉영화,장편,한국,128,"28,441,440","3,326","16,686,200","1,881",드라마,15세이상관람가,독립/예술영화
147,수퍼 소닉,제프 파울러,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2020-02-12,개봉영화,장편,미국,609,"27,423,820","3,428","12,364,200","1,469",애니메이션,전체관람가,일반영화
148,모리의 정원,오키타 슈이치,,(주)영화사 진진,(주)영화사 진진,2020-03-26,개봉영화,장편,일본,66,"27,215,720","3,245","16,980,280","1,918",드라마,전체관람가,독립/예술영화
149,메탈리카와 샌프란시스코 심포니,,,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,2020-05-20,개봉영화,장편,미국,41,"27,194,000","1,534","11,606,000",653,공연,12세이상관람가,일반영화
150,리암 갤러거,"찰리 라이트닝,게빈 피츠제럴드",,(주)엔케이컨텐츠,(주)디스테이션,2020-03-12,개봉영화,장편,영국,54,"27,115,800","2,743","19,487,500","1,837",다큐멘터리,15세이상관람가,독립/예술영화
151,맛있는 녀석들,순 하이펑,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2020-07-16,개봉영화,장편,중국,152,"26,045,040","3,274","3,849,900",462,애니메이션,전체관람가,독립/예술영화
152,공수도,채여준,"(주)그노스,꿀잼컴퍼니(주)",,(주)그노스,2020-04-09,개봉영화,장편,한국,79,"25,089,500","2,950","7,524,500",930,액션,15세이상관람가,일반영화
153,포드 V 페라리,제임스 맨골드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-12-04,개봉영화,장편,미국,986,"24,468,160","2,655","8,852,740","1,048",액션,12세이상관람가,일반영화
154,리골레토,필립 슈톨츨,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2020-04-05,개봉영화,장편,독일,6,"24,467,500",996,"19,741,600",803,공연,12세이상관람가,일반영화
155,도미노,브라이언 드 팔마,,주식회사 블루필름웍스,(주)영화사 빅,2020-06-11,개봉영화,장편,덴마크,113,"24,285,360","2,730","11,597,360","1,293",범죄,15세이상관람가,독립/예술영화
156,블랙아웃 : 인베이젼 어스,예고르 바라노프,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-08-05,개봉영화,장편,러시아,51,"23,275,420","2,738","12,986,940","1,420",SF,15세이상관람가,일반영화
157,"안녕, 미누",지혜원,바른미디어,,"영화사 풀,(주)영화사 친구",2020-05-27,개봉영화,장편,한국,25,"22,966,500","2,850","16,308,000","2,020",다큐멘터리,12세이상관람가,독립/예술영화
158,인헤리턴스,,,(주)누리픽쳐스,(주)누리픽쳐스,2020-06-25,개봉영화,장편,미국,58,"22,257,000","3,434","15,766,000","2,666",스릴러,15세이상관람가,일반영화
159,악몽,송정우,(주)데이드림,,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2020-03-12,개봉영화,장편,한국,165,"21,953,720","2,553","4,537,180",497,미스터리,청소년관람불가,독립/예술영화
160,고양이와 할아버지,미츠아키 이와고,,(주)엔케이컨텐츠,(주)디스테이션,2020-04-23,개봉영화,장편,일본,71,"21,749,340","2,577","12,309,140","1,445",드라마,전체관람가,독립/예술영화
161,후쿠오카,장률,(주)률필름,,"(주)률필름,㈜인디스토리",2020-08-27,개봉영화,장편,한국,101,"21,296,980","2,620","10,581,000","1,277",드라마,15세이상관람가,독립/예술영화
162,엠마,어텀 드 와일드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2020-02-27,개봉영화,장편,영국,18,"20,906,500","2,927","13,402,000","1,803",코미디,12세이상관람가,독립/예술영화
163,런 보이 런,오원재,"(주)라온컴퍼니플러스,(주)오아시스이엔티",,(주)라온컴퍼니플러스,2020-05-28,개봉영화,장편,한국,25,"20,893,740","2,956","11,386,020","1,536",드라마,15세이상관람가,일반영화
164,조커,토드 필립스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-10-02,개봉영화,장편,미국,"1,418","20,745,500","2,078","10,708,500","1,071",액션,15세이상관람가,일반영화
165,열혈형사,윤여창,굿픽처스,,(주)제이앤씨미디어그룹,2020-06-18,개봉영화,장편,한국,121,"20,539,960","2,492","7,381,000",850,코미디,12세이상관람가,일반영화
166,고양이 집사,이희섭,엠앤씨에프,,㈜인디스토리,2020-05-14,개봉영화,장편,한국,49,"20,472,240","2,399","11,396,820","1,287",다큐멘터리,전체관람가,독립/예술영화
167,광주비디오: 사라진 4시간,이조훈,(주)훈프로,,(주)인디플러그,2020-07-16,개봉영화,장편,한국,70,"19,840,480","2,615","8,312,980","1,033",다큐멘터리,12세이상관람가,독립/예술영화
168,너의 새는 노래할 수 있어,미야케 쇼,,(주)디오시네마,(주)디오시네마,2020-04-16,개봉영화,장편,일본,37,"19,761,900","2,172","15,342,040","1,590",멜로/로맨스,15세이상관람가,독립/예술영화
169,셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,,(주)영화사 진진,(주)영화사 진진,2020-08-13,개봉영화,장편,프랑스,30,"19,561,110","2,263","14,152,050","1,565",다큐멘터리,전체관람가,독립/예술영화
170,그 누구도 아닌,아르노 데 팔리에르,,그린나래미디어(주),그린나래미디어(주),2020-03-26,개봉영화,장편,프랑스,74,"19,051,000","2,319","12,730,680","1,537",드라마,15세이상관람가,독립/예술영화
171,"하이, 젝시","존 루카스,스콧 무어",,그린나래미디어(주),(주)홈초이스,2020-02-19,개봉영화,장편,미국,205,"18,696,000","2,969","7,426,500","1,219",코미디,15세이상관람가,일반영화
172,보이콰이어,프랑소아 지라드,,"세이온미디어(주),(주)조나단유필름",THE 픽쳐스,2020-05-14,개봉영화,장편,미국,74,"18,509,080","2,220","11,368,220","1,319",드라마,전체관람가,독립/예술영화
173,첫키스만 50번째,후쿠다 유이치,,(주)미디어캐슬,(주)영화사 그램,2020-03-26,개봉영화,장편,일본,117,"18,336,560","2,212","8,316,200",975,코미디,12세이상관람가,독립/예술영화
174,핀란드 메탈밴드,,,(주)드림팩트엔터테인먼트,(주)드림팩트엔터테인먼트,2020-04-09,개봉영화,장편,핀란드,59,"18,022,180","2,227","13,146,740","1,634",코미디,15세이상관람가,독립/예술영화
175,파라다이스 힐스,앨리스 웨딩턴,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2020-03-19,개봉영화,장편,스페인,109,"17,855,200","2,046","10,360,520","1,103",판타지,12세이상관람가,독립/예술영화
176,베토벤 프로젝트,존 노이마이어,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2020-07-12,개봉영화,장편,독일,13,"17,639,000","1,021","13,013,000",774,공연,전체관람가,일반영화
177,모든 것을 벗어던진 특별한 여행,,,주식회사 블루필름웍스,주식회사 블루필름웍스,2020-07-29,개봉영화,장편,호주,51,"17,635,660","2,183","12,086,700","1,467",코미디,15세이상관람가,독립/예술영화
178,숀더쉽 더 무비: 꼬마 외계인 룰라!,"리처드 펠런,윌 베처",,(주)퍼스트런,TCO(주)더콘텐츠온,2020-02-19,개봉영화,장편,영국,270,"17,586,660","2,502","4,539,300",646,애니메이션,전체관람가,일반영화
179,사랑이 눈뜰 때,마이클 메일러,,(주)이놀미디어,(주)이놀미디어,2020-08-26,개봉영화,장편,미국,92,"16,837,770","2,197","7,471,340",967,드라마,12세이상관람가,독립/예술영화
180,킬 스위치,,,(주)콘텐츠게이트,(주)삼백상회,2020-07-01,개봉영화,장편,미국,51,"16,260,900","3,230","6,360,900","1,250",SF,15세이상관람가,일반영화
181,행복의 단추를 채우는 완벽한 방법,칼 헌터,,찬란,찬란,2020-04-02,개봉영화,장편,영국,55,"16,250,120","1,955","10,844,080","1,280",코미디,12세이상관람가,독립/예술영화
182,기도의 힘,알렉스 켄드릭,,주식회사 더쿱,주식회사 더쿱,2020-04-09,개봉영화,장편,미국,69,"16,193,200","2,042","7,236,540",923,드라마,12세이상관람가,독립/예술영화
183,걸즈 앤 판처 제​ 63회 전차도 전국 고교생 대회,미즈시마 츠토무,,주식회사 온 피크,"주식회사 온 피크,(주)다날엔터테인먼트",2020-04-09,개봉영화,장편,일본,11,"15,465,500","1,667","10,414,500","1,102",애니메이션,12세이상관람가,일반영화
184,캐리비안 해적과 마법 다이아몬드,라스무스 A. 실버르센,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-08-26,개봉영화,장편,노르웨이,138,"15,368,320","1,944","2,953,940",353,애니메이션,전체관람가,일반영화
185,극장판 시티헌터: 신주쿠 프라이빗 아이즈,코다마 켄지,,(주)퍼스트런,"(주)팬엔터테인먼트,(주)퍼스트런",2020-06-18,개봉영화,장편,일본,64,"14,319,000","2,052","6,595,500",912,애니메이션,12세이상관람가,독립/예술영화
186,마담 버터플라이,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2020-05-05,개봉영화,장편,미국,6,"14,304,900",564,"10,087,200",396,공연,전체관람가,일반영화
187,파리 오페라 발레단,"티에리 데마이지에르,알반 테우를라이",,(주)영화사 진진,(주)영화사 진진,2020-06-11,개봉영화,장편,프랑스,18,"14,287,540","1,805","10,958,040","1,341",다큐멘터리,전체관람가,독립/예술영화
188,태백권,최상훈,"(주)그노스,꿀잼컴퍼니(주)",,(주)드림팩트엔터테인먼트,2020-08-20,개봉영화,장편,한국,62,"14,247,800","1,972","5,992,000",941,코미디,15세이상관람가,일반영화
189,팡파레,이돈구,디케이 프로덕션,,㈜인디스토리,2020-07-09,개봉영화,장편,한국,24,"14,141,980","1,635","10,406,980","1,100",드라마,청소년관람불가,독립/예술영화
190,범털,강태호,(주)피터팬픽쳐스,,(주)피터팬픽쳐스,2020-05-14,개봉영화,장편,한국,48,"14,023,560","1,741","3,009,260",340,범죄,15세이상관람가,독립/예술영화
