■ 개봉일람_월별,,,,,,,,,,,,,,,,,
- 조회일: 2021-03-18,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2020~2021   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
687,이웃여자의 팬티,진 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-11-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
688,이웃집 돌싱녀:섹스상담,버드맨 텟페이,,,(주)영진크리에이티브,2020-12-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
689,이웃집 명기녀,와카마츠 쇼군,,,(주)영진크리에이티브,2020-09-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
690,이웃집 영계:아이를 갖고싶어,고토지 미츠루,,,(주)영진크리에이티브,2020-12-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
691,자매 : 탐스러운 가슴,한대위,(주)영화사가을,,(주)영화사가을,2021-01-01,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
692,자세가 좋은 제수씨,고혼마츠 사에,,,(주)플라이어,2020-09-15,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
693,적극적인 G컵 접대녀,헤이키 치로,,(주)빅콘미디어,(주)빅콘미디어,2020-09-25,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
694,젊은형수:한 번 해볼래?,버드맨 텟페이,,,(주)영진크리에이티브,2021-01-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
695,정사 : 엄마친구 2,김진우,(주)영화사가을,,(주)영화사가을,2020-10-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
696,정사 : 타인의 아내,조태호,(주)영화사가을,,(주)영화사가을,2020-12-15,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
697,젖어버린 아내:만족시켜 드릴게요,사노 B사쿠,,,(주)영진크리에이티브,2020-11-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
698,젖어버린 오후:착한 제수씨,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2020-11-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
699,착한 숙모 : 삼촌이 출장 간 날,이대길,뷰소프트,,뷰소프트,2020-09-06,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
700,착한 아내 : 남편의 대리만족,최찬호,(주)영화사가을,,(주)영화사가을,2020-09-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
701,착한 유부녀들,조태호,(주)영화사가을,,(주)영화사가을,2020-12-21,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
702,착한 형부 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2021-01-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
703,착한 형수 5,최찬호,(주)영화사가을,,(주)영화사가을,2020-10-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
704,착한 형수 : 두 부부가 이혼한 날,이대길,뷰소프트,,뷰소프트,2020-11-23,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
705,착한 형수 : 두 부부가 이혼한 날 무삭제,이대길,뷰소프트,,뷰소프트,2020-11-23,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
706,참을 수 없는 아주버님의 맛,토미죠 타로,,,(주)영진크리에이티브,2020-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
707,처제길들이기,패콘,주식회사 패콘,,(주)룬컴퍼니,2020-12-11,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
708,처제의 순결,한대위,(주)영화사가을,,(주)영화사가을,2020-10-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
709,최면 무도 클럽,한동호,주식회사 플릭스코,,주식회사 플릭스코,2020-09-03,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
710,출장 마사지 : 흥분한 여자들 2 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2020-12-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
711,친구 누나의 팬티,타나카 스나오,,(주)영진크리에이티브,(주)영진크리에이티브,2020-11-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
712,친구엄마:아들 친구의 맛,빈센트 갸루,,,(주)영진크리에이티브,2020-10-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
713,친구엄마들 3,최찬호,(주)영화사가을,,(주)영화사가을,2021-01-05,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
714,친구의 새엄마,김환,(주)영화사가을,,(주)영화사가을,2020-10-22,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
715,친척 여동생 - 무삭제,최성은,윤스,,윤스,2020-10-05,개봉영화,장편,한국,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
716,캠핑촌 아내,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-12-17,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
717,커플교환섹스,한대위,(주)영화사가을,,(주)영화사가을,2020-11-10,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
718,콩가루 가족,진 류지,,,(주)영진크리에이티브,2020-10-21,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
719,쾌락마사지:낯선 남자들의 손기술,빈센트 갸루,,,(주)영진크리에이티브,2021-01-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
720,쿨한 유부녀:몸으로 말해요,하라다 칸토나,,,(주)영진크리에이티브,2020-12-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
721,클라운 돌,스콧 제프리,,,주식회사 플릭스코,2020-12-23,개봉영화,장편,미국,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화
722,탐스러운 장모님,최찬호,(주)영화사가을,,(주)영화사가을,2020-10-28,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
723,패티쉬 : 흥분한 남자들,이종기,(주)영화사가을,,(주)영화사가을,2021-01-01,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
724,페이섹스,리차드 킴,(주)룬컴퍼니,,(주)룬컴퍼니,2020-10-29,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
725,포르노 여작가의 체험취재,이시바시 클리트,,,(주)영진크리에이티브,2020-11-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
726,하마사키 마오의 은밀한 투잡,호소카와 켄,,,(주)영진크리에이티브,2020-12-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
727,하마사키마오의 은밀한 수영강습,야만카 소쿠스,,,(주)영진크리에이티브,2020-11-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
728,학교는 끝났다,,,,주식회사 플릭스코,2020-11-04,개봉영화,장편,프랑스,1,"6,000",1,0,0,미스터리,15세이상관람가,일반영화
729,한번 맛보면 참을 수 없는 육덕 유부녀 무삭제판,잠파,,,(주)플라이어,2020-09-10,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
730,핫 바디 리얼돌:황홀한 정사,코이케.Jp,,,(주)영진크리에이티브,2020-11-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
731,핫바디 여의사:야한진료,후나다 테루유키,,,(주)영진크리에이티브,2020-12-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
732,핫바디-무삭제판,잠파,,,(주)플라이어,2020-09-02,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
733,핫섹스:위기의 유부녀들,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2020-11-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
734,항상 열려있는 육체,아라시야마 미치루,,(주)빅콘미디어,(주)빅콘미디어,2020-09-25,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
735,헤픈여자:오늘은 누구와 할까,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-10-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
736,형의 여자를 탐하다,김환,(주)영화사가을,,(주)영화사가을,2020-10-22,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
737,형의 여자를 탐하다 무삭제,김환,(주)영화사가을,,(주)영화사가을,2020-12-22,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
738,혼전순결:아래보단 입으로,아카바네 류지,,,(주)영진크리에이티브,2020-12-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
739,화끈한 미용실 무삭제,,(주)영화사가을,,(주)영화사가을,2021-01-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
740,후배아내:남편보다 우람해 무삭제판,사노 B사쿠,,,(주)영진크리에이티브,2020-09-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
741,흠뻑 젖어버린 다다미방,아카바네 류지,,,(주)영진크리에이티브,2020-12-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
742,A급며느리,양호열,케이제이픽처스,,케이제이픽처스,2020-10-19,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
743,F컵 거유의 육덕녀 무삭제판,버드맨 텟페이,,,(주)영진크리에이티브,2020-11-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
744,G컵 베이글의 능숙한 몸놀림,아라시야마 미치루,,(주)빅콘미디어,(주)빅콘미디어,2020-09-25,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
745,가슴큰며느리-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-10-07,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
746,가슴큰새엄마-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-09-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
747,가슴큰엄마친구-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-09-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
748,가슴큰자매들,이정석,스마일컨텐츠,,스마일컨텐츠,2020-09-02,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
749,가슴큰자매들 - 무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-10-14,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
750,가슴큰친구누나들,이정석,스마일컨텐츠,,스마일컨텐츠,2020-11-06,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
751,가슴큰친구누나들-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2021-01-06,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
752,내 누나는 야설작가 - 무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-12-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
753,내누나는야설작가,이정석,스마일컨텐츠,,스마일컨텐츠,2020-10-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
754,너무 큰 여선배 - 무삭제,천성준,(주)케이피에이기획,,(주)케이피에이기획,2020-10-21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
755,맛있는 세자매 2 - 무삭제,천성준,(주)케이피에이기획,,(주)케이피에이기획,2020-12-02,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
756,밝히는 새엄마,천성준,에이원 미디어,,에이원 미디어,2020-10-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
757,부자의교환섹스,이정석,스마일컨텐츠,,스마일컨텐츠,2020-09-18,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
758,부자의교환섹스 - 무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-11-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
759,술취한여대생들,천성준,에이원 미디어,,에이원 미디어,2020-11-27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
760,숫처녀길들이기 - 무삭제,원명준,스마일컨텐츠,,스마일컨텐츠,2020-10-28,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
761,애원하는 유부녀 무삭제,천성준,(주)케이피에이기획,,(주)케이피에이기획,2020-11-04,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
762,여친의 새엄마,이정석,스마일컨텐츠,,스마일컨텐츠,2020-12-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
763,자매의교환섹스2,천성준,에이원 미디어,,에이원 미디어,2020-09-04,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
764,자매의교환섹스2-무삭제,천성준,에이원 미디어,,에이원 미디어,2021-01-20,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
765,장모의 마사지 - 무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-12-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
766,장모의마사지,이정석,스마일컨텐츠,,스마일컨텐츠,2020-10-23,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
767,A형젖큰여자친구,판,스마일컨텐츠,,스마일컨텐츠,2021-01-29,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
768,B형물많고화끈한처제,판,스마일컨텐츠,,스마일컨텐츠,2020-12-25,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
769,D컵여자친구,이정석,스마일컨텐츠,,스마일컨텐츠,2020-11-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
770,D컵여자친구-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2021-01-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
771,O형수박가슴가정부,판,스마일컨텐츠,,스마일컨텐츠,2021-01-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
772,남친을 훔치는 완벽한 방법,김레이,P&미디어,,P&미디어,2021-01-20,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
773,누군가 있다,마이클 멜스키,,,(주)알이디아이스엔터,2020-11-27,개봉영화,장편,미국,1,"2,000",2,0,0,공포(호러),청소년관람불가,일반영화
774,뉴클리어: 원전 2020,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-10-09,개봉영화,장편,영국,1,"2,000",1,"2,000",1,드라마,15세이상관람가,일반영화
775,니가 사는 그 집: 불륜 전세 계약서,모리카와 케이,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2020-09-04,개봉영화,장편,일본,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
776,매일 밤 엿보기: 대놓고 보여주는 불륜 유부녀,,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2020-10-02,개봉영화,장편,일본,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
777,바흐: 숨겨진 작곡가,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-10-27,개봉영화,장편,영국,1,"2,000",1,"2,000",1,다큐멘터리,전체관람가,일반영화
778,불량 주부: 부하직원과 바람난 내 아내,마메자와 마메타로,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2020-09-18,개봉영화,장편,일본,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
779,사스콰치: 거인 괴물,브래드 더글라스,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-09-16,개봉영화,장편,미국,1,"2,000",1,"2,000",1,공포(호러),청소년관람불가,일반영화
780,세 여자,,,(주)소나무픽쳐스,더그레이트 컴퍼니,2020-10-27,개봉영화,장편,독일,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
781,섹스 온천: 전설의 여관 여주인,히무 롯쿠,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2020-09-25,개봉영화,장편,일본,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
782,섹시한 이웃 자매,이동준,(주)나우콘텐츠,,(주)나우콘텐츠,2020-09-08,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
783,셔터: 죽음의 숲,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-10-27,개봉영화,장편,홍콩,1,"2,000",1,"2,000",1,공포(호러),청소년관람불가,일반영화
784,에이전트 제이드 블랙,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-09-29,개봉영화,장편,미국,1,"2,000",1,"2,000",1,액션,15세이상관람가,일반영화
785,옆집 자매,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2020-10-02,개봉영화,장편,한국,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
786,완벽한 연애,송정규,(주)나우콘텐츠,,(주)나우콘텐츠,2020-09-08,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
787,위험한 과외,리차드 킴,"(주)룬컴퍼니,영화사 산들바람",,(주)액티버스엔터테인먼트,2020-09-11,개봉영화,장편,한국,1,"2,000",1,"2,000",1,성인물(에로),청소년관람불가,일반영화
788,쥬라기 썬더,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-09-10,개봉영화,장편,미국,1,"2,000",1,"2,000",1,액션,15세이상관람가,일반영화
789,해풍 : 바람난 여자,리차드 킴,"(주)룬컴퍼니,영화사 산들바람",,(주)액티버스엔터테인먼트,2020-09-11,개봉영화,장편,한국,1,"2,000",1,"2,000",1,성인물(에로),청소년관람불가,일반영화
790,흔들린 담배: 이웃의 정부가 된 아내,,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2020-09-04,개봉영화,장편,일본,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
791,19금 비밀과외,리차드 킴,영화사 산들바람,,영화사 산들바람,2020-09-11,개봉영화,장편,한국,1,"2,000",1,"2,000",1,기타,청소년관람불가,일반영화
792,가자 장미여관으로 4 - 무삭제판,최우성,컨텐츠레드,,(주)컨텐츠 빌리지,2020-09-10,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
793,검은 사제들: 지옥의 문,돈 E. 폰트르로이,,,(주)영화사 안다미로,2020-11-02,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),15세이상관람가,일반영화
794,괜찮아 몽정이야,최성은,윤스,,윤스,2021-01-25,개봉영화,장편,한국,1,"1,000",1,"1,000",1,성인물(에로),청소년관람불가,일반영화
795,구멍 교환 - 무삭제판,김종석,너바나 필름,,(주)컨텐츠 빌리지,2020-12-16,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
796,기색충 - 무삭제판,김종석,모히또필름,,(주)컨텐츠 빌리지,2020-12-30,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
797,긴섹충 무삭제,우기상,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,2020-10-30,개봉영화,장편,한국,1,"1,000",1,"1,000",1,기타,청소년관람불가,일반영화
798,김비서는 정말 왜 그럴까? - 무삭제판,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2021-01-13,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
799,나는 야한 여자가 좋다 4 - 무삭제판,김종석,모히또필름,,(주)컨텐츠 빌리지,2020-11-18,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
800,노리개가 된 젊은 사모님,다테 류지,,주식회사 미콘,주식회사 미콘,2020-12-01,개봉영화,장편,일본,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
801,놈놈놈: 캔자스의 무법자,크리스토퍼 포브스,,,(주)영화사 안다미로,2020-11-02,개봉영화,장편,미국,1,"1,000",1,0,0,액션,15세이상관람가,일반영화
802,달콤한 처제,최성은,윤스,,윤스,2021-01-25,개봉영화,장편,한국,1,"1,000",1,"1,000",1,성인물(에로),청소년관람불가,일반영화
803,데드맨 스탠딩,,,(주)영화사 안다미로,(주)영화사 안다미로,2020-11-17,개봉영화,장편,미국,1,"1,000",1,"1,000",1,스릴러,15세이상관람가,일반영화
804,데빌 인사이드 미,,,,(주)영화사 안다미로,2020-11-30,개봉영화,장편,캐나다,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
805,돈 스피크,스콧 제프리,,,(주)영화사 안다미로,2020-12-14,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),15세이상관람가,일반영화
806,딸의 친구 5 - 무삭제판,계장혁,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2020-10-28,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
807,라스트 카우보이,브렛 벤트먼,,,(주)영화사 안다미로,2020-10-26,개봉영화,장편,미국,1,"1,000",1,0,0,액션,15세이상관람가,일반영화
808,런 런 런,,,,(주)영화사 안다미로,2020-12-28,개봉영화,장편,미국,1,"1,000",1,"1,000",1,공포(호러),15세이상관람가,일반영화
809,루아나의 세계,,,,(주)영화사 안다미로,2020-11-16,개봉영화,장편,미국,1,"1,000",1,0,0,드라마,12세이상관람가,일반영화
810,마누라 공유하기 - 무삭제판,계장혁,모히또필름,,(주)컨텐츠 빌리지,2020-12-02,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
811,메가 블리자드,,,,(주)영화사 안다미로,2020-12-07,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),15세이상관람가,일반영화
812,못말리는 며느리,최성은,(주)영화사히트,,(주)영화사히트,2020-09-08,개봉영화,장편,한국,1,"1,000",1,0,0,기타,청소년관람불가,일반영화
813,못말리는 사촌동생,최성은,(주)영화사히트,,(주)영화사히트,2020-11-16,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
814,미샤 버튼의 감금,,,,(주)알이디아이스엔터,2020-11-18,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
815,볼빨간 며느리,최성은,(주)영화사히트,,(주)영화사히트,2020-10-16,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
816,볼빨간 여동생,최성은,(주)영화사히트,,(주)영화사히트,2020-11-27,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
817,볼빨간 형수님,최성은,(주)영화사히트,,(주)영화사히트,2020-11-27,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
818,비하인드 더 피스,,,(주)스토리제이,(주)스토리제이,2020-10-16,개봉영화,장편,우즈베키스탄,1,"1,000",1,"1,000",1,전쟁,12세이상관람가,일반영화
819,새아가 - 무삭제판,계장혁,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2020-10-07,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
820,새엄마는 열아홉,최성은,(주)영화사히트,,(주)영화사히트,2020-10-19,개봉영화,장편,한국,1,"1,000",1,0,0,기타,청소년관람불가,일반영화
821,성적은 크기순이 아니잖아,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2021-01-28,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
822,싱글의 세계,맹진사,유한회사 영화사 반딧불,,유한회사 영화사 반딧불,2020-10-15,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
823,쏠릴땐 옆집 벨을 누른다,아카바네 류지,,주식회사 미콘,주식회사 미콘,2020-10-17,개봉영화,장편,일본,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
824,어린 구멍 - 무삭제판,김종석,모히또필름,,(주)컨텐츠 빌리지,2021-01-21,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
825,어린 그녀 - 무삭제판,정태준,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2020-10-21,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
826,어린 와이프 무삭제,최성은,(주)영화사히트,,(주)영화사히트,2020-10-17,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
827,여동생 무삭제,최성은,(주)영화사히트,,(주)영화사히트,2020-09-02,개봉영화,장편,한국,1,"1,000",1,0,0,기타,청소년관람불가,일반영화
828,여성친구 무삭제,우기상,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,2020-10-30,개봉영화,장편,한국,1,"1,000",1,"1,000",1,기타,청소년관람불가,일반영화
829,예쁜엄마,최성은,(주)영화사히트,,(주)영화사히트,2020-10-30,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
830,온천장 붕가붕가,이즈미 류지,,주식회사 미콘,주식회사 미콘,2021-01-06,개봉영화,장편,일본,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
831,올드 가드 인 런던,,,(주)영화사 안다미로,(주)영화사 안다미로,2020-09-07,개봉영화,장편,영국,1,"1,000",1,0,0,액션,15세이상관람가,일반영화
832,웬디고: 전설의 몬스터,,,,(주)영화사 안다미로,2021-01-25,개봉영화,장편,미국,1,"1,000",1,"1,000",1,공포(호러),15세이상관람가,일반영화
