순번,영화명,감독,배급사,개봉일,영화유형,국적,전국스크린수,전국매출액,전국매출액,전국관객수,전국관객수,서울매출액,서울매출액,서울관객수,장르,등급,영화구분
574,환각섹스,,0,2020-04-03,개봉영화,한국,10,"11,830","1,183,000",2,244,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
575,블라인드 파트너,이로운,0,2020-03-19,개봉영화,한국,18,"11,810","1,181,000",2,242,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
576,스폰서 X,에로핑,0,2020-03-27,개봉영화,한국,18,"11,810","1,181,000",2,242,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
577,새엄마의 목적,이로운,0,2020-03-19,개봉영화,한국,17,"11,800","1,180,000",2,241,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
580,야구소녀,최윤태,0,2020-06-18,개봉영화,한국,264,"11,690","1,169,000",2,222,"1,000","100,000",19,드라마,12세이상관람가,독립/예술영화
581,좀비파이터,임지환,0,2020-04-16,개봉영화,한국,5,"11,370","1,137,000",1,136,"8,010","801,000",88,공포(호러),15세이상관람가,독립/예술영화
583,초대받은 배달부,이상수,0,2021-01-01,개봉영화,한국,20,"10,660","1,066,000",2,179,"7,200","720,000",126,멜로/로맨스,청소년관람불가,일반영화
587,犬견 : 버려진 아이들,서하늘,0,2020-10-18,개봉영화,한국,1,"9,960","996,000",3,315,0,0,0,범죄,15세이상관람가,독립/예술영화
588,18 섹시퀸 유진의 섹스 스캔들,최진철,0,2020-11-13,개봉영화,한국,20,"9,680","968,000",2,169,"6,660","666,000",125,멜로/로맨스,청소년관람불가,일반영화
589,불륜의 세계,신성진,0,2020-07-10,개봉영화,한국,20,"9,650","965,000",2,169,"6,600","660,000",123,기타,청소년관람불가,일반영화
590,구멍동서,이상수,0,2020-07-20,개봉영화,한국,20,"9,610","961,000",2,169,"6,600","660,000",123,기타,청소년관람불가,일반영화
591,용주골 2,김종석,0,2020-11-12,개봉영화,한국,20,"9,600","960,000",2,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
592,천년여우 구미호,최환,0,2020-12-03,개봉영화,한국,11,"9,570","957,000",2,231,"9,140","914,000",188,멜로/로맨스,청소년관람불가,일반영화
593,관전녀2,김종석,0,2020-11-06,개봉영화,한국,20,"9,550","955,000",2,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
594,음란 과외 3,김종석,0,2020-11-26,개봉영화,한국,20,"9,540","954,000",2,171,"6,670","667,000",127,멜로/로맨스,청소년관람불가,일반영화
596,이모의유혹3,원명준,0,2020-05-29,개봉영화,한국,20,"9,460","946,000",2,169,"6,690","669,000",125,멜로/로맨스,청소년관람불가,일반영화
597,어린 그녀,정태준,0,2020-04-09,개봉영화,한국,20,"9,430","943,000",2,169,"6,640","664,000",125,멜로/로맨스,청소년관람불가,일반영화
598,젊은엄마5,정도수,0,2020-04-08,개봉영화,한국,20,"9,430","943,000",2,169,"6,640","664,000",125,멜로/로맨스,청소년관람불가,일반영화
599,주인집 딸,계장혁,0,2020-05-07,개봉영화,한국,21,"9,420","942,000",2,170,"6,640","664,000",125,멜로/로맨스,청소년관람불가,일반영화
601,옆집소녀4,원명준,0,2020-07-03,개봉영화,한국,19,"9,400","940,000",2,169,"6,640","664,000",125,멜로/로맨스,청소년관람불가,일반영화
602,기색충,김종석,0,2020-09-10,개봉영화,한국,25,"9,400","940,000",2,174,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
603,섹스의 세계,김종석,0,2020-09-17,개봉영화,한국,25,"9,400","940,000",2,174,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
604,초대녀 3,김종석,0,2020-12-10,개봉영화,한국,20,"9,400","940,000",2,169,"6,700","670,000",126,멜로/로맨스,청소년관람불가,일반영화
606,그녀의 모유는 백신,정미나,0,2020-08-21,개봉영화,한국,20,"9,370","937,000",2,170,"6,630","663,000",125,성인물(에로),청소년관람불가,일반영화
607,몽정 : 파는여자,왕지방,0,2020-04-09,개봉영화,한국,20,"9,360","936,000",2,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
608,주부남편의 발기찬 바깥생활,정미나,0,2020-07-31,개봉영화,한국,20,"9,350","935,000",2,169,"6,630","663,000",125,성인물(에로),청소년관람불가,일반영화
609,미세스 잘주리 미스 안주리,김종석,0,2021-01-07,개봉영화,한국,21,"9,350","935,000",2,170,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
610,애완남,김종석,0,2020-10-23,개봉영화,한국,20,"9,350","935,000",2,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
611,어린 엄마4,김종석,0,2020-10-23,개봉영화,한국,20,"9,350","935,000",2,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
612,처제가 왜 거기서 나와?,김종석,0,2020-12-23,개봉영화,한국,20,"9,350","935,000",2,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
613,형수 길들이기,정태준,0,2020-10-07,개봉영화,한국,20,"9,350","935,000",2,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
614,막내 처제 2,정진호,0,2020-03-12,개봉영화,한국,20,"9,330","933,000",2,169,"6,660","666,000",126,멜로/로맨스,청소년관람불가,일반영화
615,여선생3,최성은,0,2020-03-20,개봉영화,한국,20,"9,330","933,000",2,169,"6,660","666,000",126,기타,청소년관람불가,일반영화
616,어린 처제 4,계장혁,0,2020-03-19,개봉영화,한국,20,"9,310","931,000",2,169,"6,660","666,000",126,멜로/로맨스,청소년관람불가,일반영화
618,아르코 라이브 완창판소리프로젝트2 강산제수궁가,,0,2020-04-14,개봉영화,한국,7,"9,170","917,000",1,77,"1,980","198,000",17,공연,전체관람가,일반영화
619,두 번째 엄마-불륜정사,최환,0,2020-12-03,개봉영화,한국,20,"9,120","912,000",2,191,"9,030","903,000",182,멜로/로맨스,청소년관람불가,일반영화
620,딸의 친구 5,계장혁,0,2020-04-23,개봉영화,한국,20,"8,830","883,000",2,167,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
621,새아가,계장혁,0,2020-04-23,개봉영화,한국,20,"8,830","883,000",2,167,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
625,기도하는 남자,강동헌,0,2020-02-20,개봉영화,한국,34,"8,505","850,500",1,139,"4,825","482,500",73,드라마,15세이상관람가,독립/예술영화
628,사내정사: 은밀한 회의실,이두희,0,2020-04-24,개봉영화,한국,20,"8,210","821,000",2,165,"6,040","604,000",122,드라마,청소년관람불가,일반영화
630,어서오시게스트하우스,심요한,0,2020-08-13,개봉영화,한국,58,"7,760","776,000",1,105,"2,090","209,000",27,드라마,15세이상관람가,독립/예술영화
632,미스터 주: 사라진 VIP,김태윤,1,2020-01-22,개봉영화,한국,692,"7,500","750,000",2,150,"4,500","450,000",90,코미디,12세이상관람가,일반영화
633,설화,최형렬,0,2020-04-16,개봉영화,한국,4,"7,430","743,000",1,129,"3,000","300,000",60,스릴러,15세이상관람가,독립/예술영화
636,장모님들의 사랑,왕지방,0,2020-05-13,개봉영화,한국,20,"6,890","689,000",1,138,"6,160","616,000",123,멜로/로맨스,청소년관람불가,일반영화
638,외출 3,구재은,0,2020-09-28,개봉영화,한국,19,"6,720","672,000",1,134,"2,090","209,000",42,멜로/로맨스,청소년관람불가,일반영화
639,화끈한 미용실,김춘수,0,2020-09-09,개봉영화,한국,20,"6,720","672,000",1,134,"6,090","609,000",122,멜로/로맨스,청소년관람불가,일반영화
640,배달노출2 : 초대남과 좋아죽는 와이프,공자관,0,2020-05-29,개봉영화,한국,20,"6,530","653,000",1,138,"6,040","604,000",122,성인물(에로),청소년관람불가,일반영화
641,가자 장미여관으로 4,최우성,0,2020-05-28,개봉영화,한국,20,"6,500","650,000",1,138,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
642,구멍 교환,김종석,0,2020-08-27,개봉영화,한국,20,"6,500","650,000",1,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
643,나는 야한 여자가 좋다 4,김종석,0,2020-07-30,개봉영화,한국,20,"6,500","650,000",1,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
644,마누라 공유하기,계장혁,0,2020-08-13,개봉영화,한국,20,"6,500","650,000",1,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
645,어린 구멍,김종석,0,2020-08-13,개봉영화,한국,20,"6,500","650,000",1,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
646,김비서는 정말 왜 그럴까?,김종석,0,2020-09-03,개봉영화,한국,20,"6,500","650,000",1,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
647,가슴 큰 연주,이동준,0,2020-06-16,개봉영화,한국,20,"6,470","647,000",1,110,"3,700","370,000",66,멜로/로맨스,청소년관람불가,일반영화
648,어린 여동생2,이정석,0,2020-04-03,개봉영화,한국,20,"6,450","645,000",1,110,"3,660","366,000",66,멜로/로맨스,청소년관람불가,일반영화
650,친구누나들,이정석,0,2020-03-20,개봉영화,한국,20,"6,390","639,000",1,110,"3,660","366,000",66,멜로/로맨스,청소년관람불가,일반영화
651,어린과부,한동호,0,2020-08-11,개봉영화,한국,20,"6,370","637,000",1,110,"3,630","363,000",65,멜로/로맨스,청소년관람불가,일반영화
652,예민한 모녀,성운아,0,2020-07-28,개봉영화,한국,20,"6,330","633,000",1,110,"3,630","363,000",65,멜로/로맨스,청소년관람불가,일반영화
657,바람의 언덕,박석영,0,2020-04-23,개봉영화,한국,28,"5,510","551,000",1,76,60,"6,000",1,드라마,전체관람가,독립/예술영화
