순번,영화명,감독,배급사,개봉일,영화유형,국적,전국스크린수,전국매출액,전국매출액,전국관객수,전국관객수,서울매출액,서울매출액,서울관객수,장르,등급,영화구분
143,세인트 아가타,대런 린 보우즈만,0,2020-03-19,개봉영화,북아메리카,390,"1,094,601","109,460,080",125,"12,450",322002.2,"32,200,220",3603,공포(호러),청소년관람불가,독립/예술영화
144,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,시바타 히로키,2,2020-09-24,개봉영화,아시아,157,"1,091,915","109,191,540",148,"14,799",213512.4,"21,351,240",2745,애니메이션,전체관람가,일반영화
145,라라걸,레이첼 그리피스,0,2020-04-15,개봉영화,호주,187,"1,086,845","108,684,460",128,"12,785",601810.4,"60,181,040",6862,드라마,전체관람가,독립/예술영화
146,마티아스와 막심,자비에 돌란,0,2020-07-23,개봉영화,북아메리카,91,"1,041,834","104,183,420",117,"11,685",799294.2,"79,929,420",8454,드라마,15세이상관람가,독립/예술영화
147,바이올렛 에버가든 ? 영원과 자동 수기 인형 -,후지타 하루카,0,2020-03-26,개봉영화,아시아,62,"1,040,915","104,091,460",119,"11,934",439785,"43,978,500",4790,애니메이션,전체관람가,독립/예술영화
148,리플레이,데이비드 하인즈,0,2020-12-16,개봉영화,북아메리카,242,"1,031,823","103,182,310",127,"12,692",565176.6,"56,517,660",6934,드라마,12세이상관람가,독립/예술영화
149,사랑하고 있습니까,김정권,0,2020-03-25,개봉영화,한국,295,"1,026,738","102,673,840",129,"12,878",333057.8,"33,305,780",4066,판타지,12세이상관람가,일반영화
150,남매의 여름밤,윤단비,0,2020-08-20,개봉영화,한국,133,"1,021,550","102,154,960",125,"12,507",635753.6,"63,575,360",7567,드라마,전체관람가,독립/예술영화
151,그레텔과 헨젤,오즈 퍼킨스,0,2020-07-08,개봉영화,북아메리카,325,"1,014,645","101,464,540",116,"11,564",265077.2,"26,507,720",2936,판타지,15세이상관람가,일반영화
152,슈퍼스타 뚜루,,0,2020-06-04,개봉영화,유럽,300,"1,013,060","101,306,020",131,"13,146",91592.2,"9,159,220",1065,뮤지컬,전체관람가,일반영화
153,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,히시다 마사카즈,0,2020-04-02,개봉영화,아시아,55,"996,675","99,667,500",124,"12,371",672803.8,"67,280,380",8107,애니메이션,12세이상관람가,일반영화
154,걸후드,셀린 시아마,0,2020-11-12,개봉영화,유럽,175,"989,250","98,925,000",114,"11,409",527465,"52,746,500",6282,드라마,12세이상관람가,독립/예술영화
155,시크릿 가든,마크 먼든,0,2020-08-19,개봉영화,유럽,267,"946,057","94,605,660",113,"11,272",402921.6,"40,292,160",4553,드라마,전체관람가,독립/예술영화
156,미스터 존스,아그네츠카 홀란드,0,2021-01-07,개봉영화,유럽,277,"945,954","94,595,400",107,"10,727",399148.1,"39,914,810",4423,드라마,15세이상관람가,독립/예술영화
157,교실 안의 야크,,0,2020-09-30,개봉영화,기타,30,"937,162","93,716,210",111,"11,059",615055.8,"61,505,580",6721,드라마,전체관람가,독립/예술영화
158,강철비2 : 정상회담 확장판,양우석,2,2020-09-30,개봉영화,한국,126,"899,225","89,922,500",183,"18,306",283115,"28,311,500",7243,드라마,15세이상관람가,일반영화
159,안티고네,소피 드라스프,0,2020-11-19,개봉영화,북아메리카,130,"888,334","88,833,360",101,"10,056",532943.8,"53,294,380",6063,드라마,15세이상관람가,독립/예술영화
160,라스트 풀 메저,토드 로빈슨,0,2020-05-20,개봉영화,북아메리카,333,"888,072","88,807,180",112,"11,223",278523.6,"27,852,360",3532,드라마,15세이상관람가,독립/예술영화
161,워터 릴리스,셀린 시아마,0,2020-08-13,개봉영화,유럽,89,"873,525","87,352,532",101,"10,105",538480.32,"53,848,032",6028,드라마,15세이상관람가,독립/예술영화
162,너와 파도를 탈 수 있다면,유아사 마사아키,1,2020-07-08,개봉영화,아시아,257,"871,460","87,145,980",101,"10,075",371207,"37,120,700",4083,애니메이션,12세이상관람가,독립/예술영화
163,도망친 여자,홍상수,0,2020-09-17,개봉영화,한국,143,"865,582","86,558,240",103,"10,282",588168.9,"58,816,890",6750,드라마,청소년관람불가,독립/예술영화
164,테스와 보낸 여름,스티븐 바우터루드,0,2020-09-10,개봉영화,유럽,194,"844,213","84,421,250",95,"9,459",467264.4,"46,726,440",5009,드라마,전체관람가,독립/예술영화
165,잔칫날,김록경,0,2020-12-02,개봉영화,한국,240,"832,211","83,221,060",108,"10,806",311818.9,"31,181,890",4166,드라마,12세이상관람가,독립/예술영화
166,나는보리,김진유,0,2020-05-21,개봉영화,한국,158,"828,534","82,853,360",115,"11,497",473444.4,"47,344,440",6280,가족,전체관람가,독립/예술영화
167,썸머 85,프랑수아 오종,0,2020-12-24,개봉영화,기타,126,"818,225","81,822,490",93,"9,318",497325.9,"49,732,590",5406,멜로/로맨스,15세이상관람가,독립/예술영화
168,루팡 3세: 더 퍼스트,야마자키 타카시,2,2020-05-21,개봉영화,아시아,132,"800,535","80,053,500",109,"10,859",295045,"29,504,500",4898,애니메이션,전체관람가,일반영화
169,요가학원 : 죽음의 쿤달리니,"전재홍,김지한",0,2020-11-18,개봉영화,한국,267,"799,731","79,973,140",91,"9,128",245440.8,"24,544,080",2721,공포(호러),청소년관람불가,일반영화
170,소년 아메드,"장 피에르 다르덴,뤽 다르덴",0,2020-07-30,개봉영화,유럽,82,"780,642","78,064,187",98,"9,805",541502.27,"54,150,227",6477,드라마,12세이상관람가,독립/예술영화
171,지저귀는 새는 날지 않는다,마키타 카오리,0,2020-07-16,개봉영화,아시아,81,"774,450","77,445,000",86,"8,639",486675.6,"48,667,560",5356,애니메이션,청소년관람불가,독립/예술영화
172,씨 피버,니사 하디만,0,2020-05-13,개봉영화,유럽,278,"772,145","77,214,460",89,"8,915",213609.8,"21,360,980",2433,SF,15세이상관람가,독립/예술영화
173,나는 나를 해고하지 않는다,이태겸,0,2021-01-28,개봉영화,한국,313,"763,033","76,303,260",97,"9,660",357480.4,"35,748,040",4539,드라마,12세이상관람가,독립/예술영화
174,레옹 디 오리지널,뤽 베송,0,2020-06-11,개봉영화,유럽,130,"761,309","76,130,900",124,"12,403",391904.8,"39,190,480",6359,액션,청소년관람불가,일반영화
175,토이 솔져스: 가짜사나이2 더 컴플리트,오윤동,2,2021-01-27,개봉영화,한국,155,"753,263","75,326,300",80,"7,991",206925,"20,692,500",2126,다큐멘터리,15세이상관람가,일반영화
176,완벽한 가족,로저 미첼,0,2021-01-06,개봉영화,북아메리카,318,"752,685","75,268,460",87,"8,659",257926.3,"25,792,630",2828,드라마,15세이상관람가,독립/예술영화
177,마이 리틀 포니: 레인보우 로드 트립,,0,2020-10-29,개봉영화,북아메리카,226,"751,097","75,109,740",95,"9,498",139286,"13,928,600",1570,애니메이션,전체관람가,일반영화
178,남매의 여름밤,윤단비,0,2020-08-20,개봉영화,한국,133,"744,086","74,408,642",87,"8,704",531926.82,"53,192,682",5916,드라마,전체관람가,독립/예술영화
179,트로이 디렉터스 컷,볼프강 페터젠,0,2020-07-03,개봉영화,북아메리카,159,"734,661","73,466,060",87,"8,675",457093.4,"45,709,340",5318,전쟁,청소년관람불가,일반영화
180,세인트 주디,,0,2020-07-29,개봉영화,북아메리카,151,"721,274","72,127,360",87,"8,732",445156.6,"44,515,660",5172,드라마,12세이상관람가,독립/예술영화
181,카일라스 가는 길,정형민,0,2020-09-03,개봉영화,한국,47,"712,905","71,290,540",94,"9,389",335243.3,"33,524,330",4203,다큐멘터리,전체관람가,독립/예술영화
182,피아니스트의 마지막 인터뷰,클로드 라롱드,0,2020-11-19,개봉영화,북아메리카,55,"704,992","70,499,160",84,"8,418",439850.7,"43,985,070",5012,드라마,전체관람가,독립/예술영화
183,슈퍼 레이스,,0,2020-07-23,개봉영화,북아메리카,209,"703,482","70,348,180",90,"9,043",100297,"10,029,700",1189,애니메이션,전체관람가,독립/예술영화
184,딥워터,요아힘 헤덴,0,2020-07-09,개봉영화,기타,264,"701,203","70,120,260",81,"8,139",230715.6,"23,071,560",2586,액션,12세이상관람가,독립/예술영화
185,조조 래빗,타이카 와이티티,2,2020-02-05,개봉영화,북아메리카,277,"700,540","70,054,040",78,"7,757",502605.6,"50,260,560",5484,코미디,12세이상관람가,독립/예술영화
186,"아무튼, 아담",,0,2020-07-02,개봉영화,북아메리카,110,"699,435","69,943,500",102,"10,167",281240,"28,124,000",4051,드라마,15세이상관람가,독립/예술영화
187,하이큐!! 또 다른 도전,미츠나카 스스무,0,2020-05-14,개봉영화,아시아,142,"694,559","69,455,900",85,"8,464",164215,"16,421,500",1832,애니메이션,12세이상관람가,일반영화
188,부니베어: 원시시대 대모험,정량,0,2020-10-22,개봉영화,아시아,216,"691,467","69,146,700",89,"8,918",62412,"6,241,200",720,애니메이션,전체관람가,독립/예술영화
189,작은 소망,전우성,0,2020-08-13,개봉영화,아시아,151,"664,480","66,448,000",79,"7,911",217505,"21,750,500",2583,코미디,12세이상관람가,독립/예술영화
190,고스트 오브 워,에릭 브레스,0,2020-09-02,개봉영화,유럽,228,"640,900","64,089,960",75,"7,531",204119.7,"20,411,970",2350,미스터리,15세이상관람가,독립/예술영화
191,타오르는 여인의 초상,셀린 시아마,0,2020-01-16,개봉영화,유럽,120,"614,352","61,435,180",69,"6,876",488697.8,"48,869,780",5336,드라마,15세이상관람가,독립/예술영화
192,종이꽃,고훈,0,2020-10-22,개봉영화,한국,256,"613,883","61,388,310",73,"7,323",231652.7,"23,165,270",2624,드라마,12세이상관람가,독립/예술영화
193,미드나이트 스카이,조지 클루니,1,2020-12-09,개봉영화,북아메리카,257,"611,772","61,177,160",71,"7,101",251462.1,"25,146,210",2891,드라마,12세이상관람가,독립/예술영화
194,신과 나: 100일간의 거래,팍품 웡품,0,2020-04-08,개봉영화,기타,240,"606,271","60,627,100",72,"7,221",244573.2,"24,457,320",2856,미스터리,15세이상관람가,일반영화
195,이누야시키 : 히어로 VS 빌런,사토 신스케,0,2020-04-22,개봉영화,아시아,185,"604,143","60,414,320",75,"7,509",283010.8,"28,301,080",3392,SF,15세이상관람가,독립/예술영화
196,더 렌탈 : 소리없는 감시자,데이브 프랑코,0,2020-09-16,개봉영화,북아메리카,245,"602,943","60,294,280",75,"7,476",193059.9,"19,305,990",2363,공포(호러),15세이상관람가,일반영화
197,마이 미씽 발렌타인,진옥훈,0,2021-01-14,개봉영화,기타,153,"599,481","59,948,070",78,"7,796",255959.3,"25,595,930",3370,멜로/로맨스,12세이상관람가,독립/예술영화
198,북스마트,올리비아 와일드,0,2021-01-27,개봉영화,북아메리카,163,"585,619","58,561,900",94,"9,435",291029,"29,102,900",5756,코미디,15세이상관람가,독립/예술영화
199,남과 여: 여전히 찬란한,끌로드 를르슈,0,2020-10-15,개봉영화,유럽,69,"579,639","57,963,900",69,"6,896",379492,"37,949,200",4320,드라마,15세이상관람가,독립/예술영화
200,엘라 벨라 빙고: 친구 찾기 대작전,"아틀 솔버그 블락세트,프랭크 모스볼드",0,2020-08-12,개봉영화,유럽,180,"573,264","57,326,380",73,"7,274",61334,"6,133,400",737,애니메이션,전체관람가,일반영화
201,69세,임선애,0,2020-08-20,개봉영화,한국,105,"570,907","57,090,690",69,"6,941",377648.2,"37,764,820",4434,드라마,15세이상관람가,독립/예술영화
202,운디네,크리스티안 펫졸드,0,2020-12-24,개봉영화,유럽,42,"561,190","56,119,020",65,"6,538",372568.5,"37,256,850",4109,드라마,12세이상관람가,독립/예술영화
203,환상의 마로나,안카 다미안,0,2020-06-11,개봉영화,유럽,48,"558,360","55,835,960",59,"5,892",466097.2,"46,609,720",4670,애니메이션,전체관람가,독립/예술영화
204,"내 어깨 위 고양이, 밥 2",찰스 마틴 스미스,0,2020-12-24,개봉영화,유럽,202,"553,062","55,306,190",64,"6,378",237923.7,"23,792,370",2638,가족,전체관람가,일반영화
205,클로젯,김광빈,2,2020-02-05,개봉영화,한국,1197,"534,243","53,424,340",59,"5,892",319170.2,"31,917,020",3366,미스터리,15세이상관람가,일반영화
206,그리고 우린 춤을 추었다,레반 아킨,0,2020-11-25,개봉영화,유럽,79,"534,058","53,405,810",61,"6,062",379578.4,"37,957,840",4088,드라마,15세이상관람가,독립/예술영화
207,인비저블 라이프,카림 아이노우즈,0,2020-06-24,개봉영화,기타,49,"515,435","51,543,470",64,"6,352",329428.9,"32,942,890",3941,드라마,청소년관람불가,독립/예술영화
208,마르지엘라,라이너 홀제메르,0,2020-09-30,개봉영화,기타,31,"513,682","51,368,170",56,"5,637",438722,"43,872,200",4712,다큐멘터리,전체관람가,독립/예술영화
209,파힘,피에르 프랑소와 마틴 라발,0,2021-01-21,개봉영화,유럽,165,"503,667","50,366,700",65,"6,547",202006,"20,200,600",2528,드라마,전체관람가,독립/예술영화
210,나이스 걸 라이크 유,,0,2020-11-18,개봉영화,북아메리카,149,"480,682","48,068,200",57,"5,720",248078,"24,807,800",3035,코미디,청소년관람불가,일반영화
211,아디오스,파코 카베자스,0,2020-07-22,개봉영화,유럽,150,"480,292","48,029,220",65,"6,526",181460.6,"18,146,060",2562,액션,청소년관람불가,독립/예술영화
212,루키스,원금린,0,2020-05-20,개봉영화,아시아,277,"478,051","47,805,080",58,"5,761",135878,"13,587,800",1598,액션,15세이상관람가,일반영화
213,"조금씩, 천천히 안녕",나카노 료타,0,2020-05-27,개봉영화,아시아,166,"477,813","47,781,320",60,"5,960",300705.6,"30,070,560",3738,가족,전체관람가,독립/예술영화
214,작가 미상,플로리안 헨켈 폰 도너스마르크,0,2020-02-20,개봉영화,유럽,55,"477,730","47,772,980",56,"5,632",365907.2,"36,590,720",4200,드라마,청소년관람불가,독립/예술영화
215,헌트,크레이그 조벨,1,2020-04-23,개봉영화,북아메리카,30,"475,352","47,535,240",64,"6,415",336326.4,"33,632,640",4708,액션,청소년관람불가,일반영화
216,뮤지컬 브로드웨이 42번가,마크 브램블,0,2020-07-08,개봉영화,북아메리카,48,"475,310","47,531,000",26,"2,644",182405,"18,240,500",1014,뮤지컬,전체관람가,일반영화
217,부력,로드 라스젠,0,2020-06-25,개봉영화,호주,90,"460,947","46,094,660",55,"5,523",307993.4,"30,799,340",3462,드라마,15세이상관람가,독립/예술영화
218,걸즈 앤 판처 최종장,미즈시마 츠토무,0,2020-03-12,개봉영화,아시아,11,"460,500","46,050,000",49,"4,850",326510,"32,651,000",3360,애니메이션,12세이상관람가,일반영화
219,사랑이 뭘까,이마이즈미 리키야,0,2020-04-09,개봉영화,아시아,132,"450,205","45,020,480",50,"5,045",318998.2,"31,899,820",3495,멜로/로맨스,15세이상관람가,독립/예술영화
220,온다,나카시마 테츠야,0,2020-03-26,개봉영화,아시아,163,"449,048","44,904,840",55,"5,456",256887.4,"25,688,740",3080,공포(호러),15세이상관람가,독립/예술영화
221,비독: 파리의 황제,장-프랑소와 리셰,0,2020-09-17,개봉영화,유럽,182,"446,617","44,661,660",51,"5,120",220546.1,"22,054,610",2395,액션,15세이상관람가,독립/예술영화
222,젊은이의 양지,신수원,0,2020-10-28,개봉영화,한국,108,"440,828","44,082,770",52,"5,199",287391,"28,739,100",3315,드라마,15세이상관람가,독립/예술영화
223,걸,,0,2021-01-07,개봉영화,유럽,239,"440,535","44,053,510",49,"4,853",216465.7,"21,646,570",2248,드라마,15세이상관람가,독립/예술영화
224,그링고,내쉬 에드게톤,0,2020-03-05,개봉영화,북아메리카,45,"431,895","43,189,500",78,"7,816",379410,"37,941,000",7188,액션,15세이상관람가,독립/예술영화
225,1942: 언노운 배틀,,0,2020-07-29,개봉영화,유럽,121,"430,251","43,025,100",54,"5,399",188969.6,"18,896,960",2354,전쟁,15세이상관람가,일반영화
226,불량한 가족,장재일,0,2020-07-09,개봉영화,한국,161,"415,199","41,519,940",49,"4,872",174103.6,"17,410,360",1889,코미디,12세이상관람가,독립/예술영화
227,공포분자,에드워드 양,0,2020-09-17,개봉영화,기타,52,"411,666","41,166,630",52,"5,218",272004.5,"27,200,450",3330,드라마,15세이상관람가,독립/예술영화
228,에브리타임 아이 다이,로비 마이클,0,2020-10-21,개봉영화,북아메리카,140,"409,830","40,982,970",50,"4,960",215467.7,"21,546,770",2484,미스터리,15세이상관람가,독립/예술영화
229,렛 힘 고,토마스 베주차,1,2020-11-05,개봉영화,북아메리카,47,"408,740","40,874,000",58,"5,800",237925,"23,792,500",3457,범죄,15세이상관람가,독립/예술영화
230,봉쇄수도원 카르투시오,김동일,0,2020-11-19,개봉영화,한국,125,"405,912","40,591,180",48,"4,777",185463.6,"18,546,360",2111,다큐멘터리,전체관람가,독립/예술영화
231,리벤지,코랄리 파르쟈,0,2020-05-06,개봉영화,유럽,143,"402,843","40,284,300",48,"4,814",132245.2,"13,224,520",1552,액션,청소년관람불가,독립/예술영화
232,에이브의 쿠킹 다이어리,,0,2020-06-24,개봉영화,브라질,56,"399,931","39,993,060",52,"5,213",335691,"33,569,100",4365,드라마,전체관람가,독립/예술영화
233,아무도 없다,존 하이암스,0,2020-09-09,개봉영화,북아메리카,122,"389,015","38,901,450",45,"4,478",131576.5,"13,157,650",1556,스릴러,15세이상관람가,독립/예술영화
234,극장판 시로바코,미즈시마 츠토무,0,2020-08-20,개봉영화,아시아,64,"388,496","38,849,610",45,"4,464",163391.1,"16,339,110",1829,애니메이션,12세이상관람가,일반영화
235,팔로우 미,,0,2020-10-22,개봉영화,북아메리카,138,"387,753","38,775,300",47,"4,715",151435,"15,143,500",1809,스릴러,15세이상관람가,일반영화
236,이장,정승오,0,2020-03-25,개봉영화,한국,82,"377,370","37,737,040",47,"4,670",216289.4,"21,628,940",2426,드라마,12세이상관람가,독립/예술영화
237,트랜짓,크리스티안 펫졸드,0,2020-07-02,개봉영화,유럽,42,"376,867","37,686,660",44,"4,429",308964.8,"30,896,480",3517,드라마,12세이상관람가,독립/예술영화
238,지니어스 독,길 정거,0,2020-09-16,개봉영화,북아메리카,142,"374,634","37,463,400",48,"4,828",134037,"13,403,700",1838,코미디,12세이상관람가,일반영화
239,다시 만난 날들,심찬양,0,2020-09-24,개봉영화,한국,105,"372,458","37,245,780",42,"4,176",219554.3,"21,955,430",2284,뮤지컬,12세이상관람가,독립/예술영화
240,베이비티스,,0,2020-10-22,개봉영화,호주,57,"365,831","36,583,130",43,"4,329",262997.3,"26,299,730",3014,코미디,15세이상관람가,독립/예술영화
241,페뷸러스,멜라니 샤르본느,0,2020-11-05,개봉영화,북아메리카,71,"365,723","36,572,280",41,"4,109",255678.7,"25,567,870",2876,코미디,15세이상관람가,독립/예술영화
242,트롤 킹,케빈 먼로,0,2020-10-07,개봉영화,기타,190,"365,200","36,520,010",47,"4,728",56559,"5,655,900",662,애니메이션,전체관람가,일반영화
243,에베레스트,이인항,0,2020-07-22,개봉영화,아시아,142,"364,196","36,419,640",44,"4,356",159198,"15,919,800",1863,액션,15세이상관람가,일반영화
244,프록시마 프로젝트,앨리스 위노코,0,2020-10-15,개봉영화,유럽,86,"363,298","36,329,750",42,"4,185",256248.8,"25,624,880",2845,드라마,12세이상관람가,독립/예술영화
245,극장판 기븐,야마구치 히카루,0,2020-11-26,개봉영화,아시아,103,"361,948","36,194,770",41,"4,127",154664.6,"15,466,460",1651,애니메이션,15세이상관람가,일반영화
246,맹크,데이빗 핀처,1,2020-11-18,개봉영화,북아메리카,100,"360,636","36,063,560",40,"4,036",249348.7,"24,934,870",2735,드라마,15세이상관람가,독립/예술영화
247,들리나요?,"김봉한,신승환",0,2020-06-10,개봉영화,한국,103,"359,111","35,911,140",36,"3,598",151874.8,"15,187,480",1570,다큐멘터리,전체관람가,독립/예술영화
248,트라이얼 오브 더 시카고 7,아론 소킨,1,2020-10-07,개봉영화,북아메리카,103,"358,937","35,893,730",44,"4,412",199149.6,"19,914,960",2338,드라마,15세이상관람가,독립/예술영화
249,슈팅걸스,배효민,0,2020-05-06,개봉영화,한국,207,"358,231","35,823,060",46,"4,587",77147.4,"7,714,740",913,드라마,12세이상관람가,독립/예술영화
250,와일드 시티,론 스캘펠로,0,2020-06-17,개봉영화,유럽,111,"353,102","35,310,180",42,"4,168",155173.8,"15,517,380",1885,액션,청소년관람불가,독립/예술영화
251,부다페스트 스토리,아틸라 사스,0,2020-08-13,개봉영화,유럽,33,"346,615","34,661,490",42,"4,181",203151.6,"20,315,160",2365,스릴러,15세이상관람가,독립/예술영화
252,미스터 보스,김형기,0,2020-12-30,개봉영화,한국,226,"345,166","34,516,640",43,"4,267",82854.8,"8,285,480",1031,드라마,15세이상관람가,일반영화
253,럭키 몬스터,봉준영,0,2020-12-03,개봉영화,한국,101,"345,056","34,505,580",46,"4,626",173519.8,"17,351,980",2255,드라마,청소년관람불가,독립/예술영화
254,고 피쉬!,숀 패트릭 오렐리,0,2020-07-23,개봉영화,북아메리카,138,"339,528","33,952,780",43,"4,338",48776.4,"4,877,640",597,애니메이션,전체관람가,일반영화
255,지옥의 묵시록 파이널 컷,프란시스 포드 코폴라,0,2020-11-26,개봉영화,북아메리카,64,"339,436","33,943,630",37,"3,663",201062,"20,106,200",2104,전쟁,청소년관람불가,독립/예술영화
256,담쟁이,한제이,0,2020-10-28,개봉영화,한국,93,"337,051","33,705,130",43,"4,258",194352.2,"19,435,220",2347,가족,15세이상관람가,독립/예술영화
257,퍼스트 러브,미이케 다카시,0,2020-12-17,개봉영화,아시아,79,"336,305","33,630,500",39,"3,873",191309.5,"19,130,950",2121,범죄,청소년관람불가,독립/예술영화
258,죽이는 여자,애슐리 해밀턴,0,2020-08-23,개봉영화,북아메리카,1,"335,000","33,500,000",66,"6,572",6200,"620,000",572,공포(호러),청소년관람불가,일반영화
259,무협: 더 코드,조니 우,0,2020-06-22,개봉영화,북아메리카,1,"334,880","33,488,040",65,"6,549",5990,"599,000",551,액션,15세이상관람가,일반영화
260,안녕까지 30분,,0,2020-10-14,개봉영화,아시아,115,"334,478","33,447,800",43,"4,305",186225,"18,622,500",2432,판타지,12세이상관람가,독립/예술영화
261,레미: 집 없는 아이,앙트완 블로시에르,0,2020-05-28,개봉영화,유럽,168,"332,424","33,242,380",42,"4,160",149165.6,"14,916,560",1875,가족,전체관람가,독립/예술영화
262,빛의 아버지: 파이널 판타지 XIV,"노구치 테루오,야마모토 키요시",0,2021-01-14,개봉영화,아시아,98,"331,512","33,151,200",35,"3,541",144691,"14,469,100",1543,드라마,전체관람가,독립/예술영화
263,부산행:익스텐디드,연상호,2,2020-07-01,개봉영화,한국,88,"328,085","32,808,500",41,"4,117",137635,"13,763,500",1715,액션,15세이상관람가,일반영화
264,모추어리 컬렉션,,0,2021-01-21,개봉영화,북아메리카,115,"322,418","32,241,800",38,"3,767",121627,"12,162,700",1425,판타지,청소년관람불가,독립/예술영화
265,매지컬: 공주를 웃겨라,정윤철,0,2020-09-17,개봉영화,한국,220,"318,097","31,809,670",41,"4,077",53530.6,"5,353,060",642,애니메이션,전체관람가,일반영화
266,보테로,돈 밀러,0,2020-09-24,개봉영화,북아메리카,34,"313,018","31,301,840",38,"3,805",215370.4,"21,537,040",2406,다큐멘터리,전체관람가,독립/예술영화
267,카메론 포스트의 잘못된 교육,데지레 아카반,0,2020-06-04,개봉영화,북아메리카,108,"312,080","31,208,020",35,"3,541",183535.8,"18,353,580",2063,드라마,15세이상관람가,독립/예술영화
268,로그,M.J. 버세트,0,2020-11-25,개봉영화,북아메리카,180,"312,031","31,203,140",40,"4,012",126135.6,"12,613,560",1571,액션,15세이상관람가,일반영화
269,주식회사 스페셜액터스,우에다 신이치로,0,2020-08-06,개봉영화,아시아,43,"310,334","31,033,440",36,"3,606",220114.4,"22,011,440",2396,코미디,전체관람가,독립/예술영화
270,누군가 어디에서 나를 기다리면 좋겠다,아르노 비야르,0,2020-12-17,개봉영화,유럽,54,"310,036","31,003,550",41,"4,072",217266.8,"21,726,680",2731,드라마,15세이상관람가,독립/예술영화
271,힐빌리의 노래,론 하워드,1,2020-11-11,개봉영화,북아메리카,84,"306,828","30,682,780",36,"3,646",178455,"17,845,500",2071,드라마,청소년관람불가,독립/예술영화
272,어서오시게스트하우스,심요한,0,2020-08-13,개봉영화,한국,58,"306,657","30,665,670",35,"3,468",213100,"21,310,000",2323,드라마,15세이상관람가,독립/예술영화
273,해피 디 데이,켄 마리노,0,2020-07-01,개봉영화,북아메리카,153,"304,938","30,493,800",37,"3,694",120782.2,"12,078,220",1441,코미디,전체관람가,독립/예술영화
274,용길이네 곱창집,정의신,0,2020-03-12,개봉영화,아시아,93,"304,632","30,463,160",38,"3,753",147695,"14,769,500",1846,드라마,15세이상관람가,독립/예술영화
275,스웨그,임성관,0,2020-12-10,개봉영화,한국,118,"303,007","30,300,660",32,"3,214",189715.4,"18,971,540",1998,드라마,15세이상관람가,독립/예술영화
276,카오산 탱고,김범삼,0,2020-07-30,개봉영화,한국,45,"301,669","30,166,860",37,"3,717",219054.6,"21,905,460",2474,드라마,12세이상관람가,독립/예술영화
277,나이브스 아웃,라이언 존슨,0,2019-12-04,개봉영화,북아메리카,686,"300,777","30,077,740",51,"5,081",136819.6,"13,681,960",2319,미스터리,12세이상관람가,일반영화
278,헌티드 파크,타카하시 히로시,0,2020-05-06,개봉영화,아시아,143,"300,474","30,047,360",35,"3,467",74084,"7,408,400",823,공포(호러),15세이상관람가,독립/예술영화
279,썸원 썸웨어,세드릭 클라피쉬,0,2020-04-29,개봉영화,유럽,37,"299,206","29,920,640",36,"3,589",215012.8,"21,501,280",2469,멜로/로맨스,12세이상관람가,독립/예술영화
280,증발,김성민,0,2020-11-12,개봉영화,한국,35,"286,723","28,672,300",39,"3,922",173901,"17,390,100",2154,다큐멘터리,전체관람가,독립/예술영화
281,시라이,,0,2020-07-15,개봉영화,아시아,70,"285,716","28,571,620",33,"3,305",45062.8,"4,506,280",498,공포(호러),15세이상관람가,독립/예술영화
282,비행,조성빈,0,2020-03-19,개봉영화,한국,128,"284,414","28,441,440",33,"3,326",166862,"16,686,200",1881,드라마,15세이상관람가,독립/예술영화
283,마샤와 곰: 최고 중에 최고,,0,2020-10-08,개봉영화,유럽,158,"283,945","28,394,500",35,"3,525",43643,"4,364,300",513,애니메이션,전체관람가,일반영화
284,맨슨 패밀리,앤드류 존스,0,2020-06-15,개봉영화,유럽,1,"279,800","27,980,000",55,"5,532",170200,"17,020,000",3532,공포(호러),15세이상관람가,일반영화
285,호프,마리아 소달,0,2020-12-17,개봉영화,기타,171,"277,220","27,722,010",33,"3,312",108692.7,"10,869,270",1257,드라마,12세이상관람가,독립/예술영화
286,수퍼 소닉,제프 파울러,2,2020-02-12,개봉영화,북아메리카,609,"274,238","27,423,820",34,"3,428",123642,"12,364,200",1469,애니메이션,전체관람가,일반영화
287,루브르박물관 기획특별전,,2,2020-09-16,개봉영화,유럽,22,"274,080","27,408,000",21,"2,110",136465,"13,646,500",1050,다큐멘터리,전체관람가,일반영화
288,모리의 정원,오키타 슈이치,0,2020-03-26,개봉영화,아시아,66,"272,157","27,215,720",32,"3,245",169802.8,"16,980,280",1918,드라마,전체관람가,독립/예술영화
289,메탈리카와 샌프란시스코 심포니,,2,2020-05-20,개봉영화,북아메리카,41,"271,940","27,194,000",15,"1,534",116060,"11,606,000",653,공연,12세이상관람가,일반영화
290,강철비2: 정상회담,양우석,2,2020-07-29,개봉영화,한국,2137,"271,594","27,159,400",103,"10,294",232752,"23,275,200",9807,드라마,15세이상관람가,일반영화
291,리암 갤러거,"찰리 라이트닝,게빈 피츠제럴드",0,2020-03-12,개봉영화,유럽,54,"271,158","27,115,800",27,"2,743",194875,"19,487,500",1837,다큐멘터리,15세이상관람가,독립/예술영화
292,소년시절의 너,증국상,0,2020-07-09,개봉영화,아시아,252,"267,478","26,747,800",40,"3,985",124585,"12,458,500",1790,멜로/로맨스,15세이상관람가,독립/예술영화
