순번,영화명,감독,배급사,개봉일,영화유형,국적,전국스크린수,전국매출액,전국매출액,전국관객수,전국관객수,서울매출액,서울매출액,서울관객수,장르,등급,영화구분
293,가을의 마티네,니시타니 히로시,0,2020-12-31,개봉영화,아시아,19,"264,924","26,492,370",40,"4,003",177013.4,"17,701,340",2558,멜로/로맨스,12세이상관람가,독립/예술영화
294,맛있는 녀석들,순 하이펑,0,2020-07-16,개봉영화,아시아,152,"260,450","26,045,040",33,"3,274",38499,"3,849,900",462,애니메이션,전체관람가,독립/예술영화
295,레벨 16,,0,2020-12-10,개봉영화,북아메리카,137,"259,283","25,928,300",29,"2,856",100582.5,"10,058,250",1066,스릴러,15세이상관람가,독립/예술영화
296,태양의 소녀들,에바 허슨,0,2020-10-22,개봉영화,유럽,103,"255,810","25,580,970",30,"2,971",137423.7,"13,742,370",1501,드라마,15세이상관람가,독립/예술영화
297,공수도,채여준,0,2020-04-09,개봉영화,한국,79,"250,895","25,089,500",30,"2,950",75245,"7,524,500",930,액션,15세이상관람가,일반영화
298,포드 V 페라리,제임스 맨골드,2,2019-12-04,개봉영화,북아메리카,986,"244,682","24,468,160",27,"2,655",88527.4,"8,852,740",1048,액션,12세이상관람가,일반영화
299,리골레토,필립 슈톨츨,0,2020-04-05,개봉영화,유럽,6,"244,675","24,467,500",10,996,197416,"19,741,600",803,공연,12세이상관람가,일반영화
300,도미노,브라이언 드 팔마,0,2020-06-11,개봉영화,유럽,113,"242,854","24,285,360",27,"2,730",115973.6,"11,597,360",1293,범죄,15세이상관람가,독립/예술영화
301,타오르는 여인의 초상,셀린 시아마,0,2020-01-16,개봉영화,유럽,120,"234,310","23,430,970",28,"2,848",137669.7,"13,766,970",1623,드라마,15세이상관람가,독립/예술영화
302,블랙아웃 : 인베이젼 어스,예고르 바라노프,0,2020-08-05,개봉영화,유럽,51,"232,754","23,275,420",27,"2,738",129869.4,"12,986,940",1420,SF,15세이상관람가,일반영화
303,프리키 데스데이 순한맛,크리스토퍼 랜던,1,2020-12-10,개봉영화,북아메리카,159,"232,732","23,273,230",25,"2,541",59652.2,"5,965,220",637,코미디,15세이상관람가,일반영화
304,인퍼머스,,0,2020-11-11,개봉영화,북아메리카,135,"230,587","23,058,650",25,"2,499",95179.7,"9,517,970",998,범죄,청소년관람불가,독립/예술영화
305,"안녕, 미누",지혜원,0,2020-05-27,개봉영화,한국,25,"229,665","22,966,500",29,"2,850",163080,"16,308,000",2020,다큐멘터리,12세이상관람가,독립/예술영화
306,글로리아를 위하여,로베르 게디기앙,0,2020-10-29,개봉영화,유럽,36,"228,754","22,875,400",28,"2,833",174531,"17,453,100",2179,드라마,15세이상관람가,독립/예술영화
307,반교: 디텐션,존 쉬,0,2020-08-13,개봉영화,기타,128,"228,741","22,874,120",34,"3,435",137671.2,"13,767,120",2392,공포(호러),15세이상관람가,독립/예술영화
308,사냥의 시간: 데스 게임,아론 머티스,0,2020-06-22,개봉영화,북아메리카,1,"225,015","22,501,520",45,"4,538",5870,"587,000",539,공포(호러),청소년관람불가,일반영화
309,사일런싱,,0,2021-01-28,개봉영화,북아메리카,89,"223,112","22,311,180",29,"2,873",94363.4,"9,436,340",1236,공포(호러),15세이상관람가,일반영화
310,인헤리턴스,,0,2020-06-25,개봉영화,북아메리카,58,"222,570","22,257,000",34,"3,434",157660,"15,766,000",2666,스릴러,15세이상관람가,일반영화
311,악몽,송정우,0,2020-03-12,개봉영화,한국,165,"219,537","21,953,720",26,"2,553",45371.8,"4,537,180",497,미스터리,청소년관람불가,독립/예술영화
312,고양이와 할아버지,미츠아키 이와고,0,2020-04-23,개봉영화,아시아,71,"217,493","21,749,340",26,"2,577",123091.4,"12,309,140",1445,드라마,전체관람가,독립/예술영화
313,그리드,마이클 윈터바텀,0,2020-10-15,개봉영화,유럽,66,"214,095","21,409,500",24,"2,411",144517,"14,451,700",1546,코미디,15세이상관람가,독립/예술영화
314,후쿠오카,장률,0,2020-08-27,개봉영화,한국,101,"212,970","21,296,980",26,"2,620",105810,"10,581,000",1277,드라마,15세이상관람가,독립/예술영화
315,피원에이치 : 새로운 세계의 시작,창,2,2020-10-08,개봉영화,한국,87,"211,092","21,109,200",23,"2,284",120312,"12,031,200",1223,드라마,15세이상관람가,일반영화
316,레전더리 콘서트: 헤르베르트 폰 카라얀,헤르베르트 폰 카라얀,0,2020-11-01,개봉영화,유럽,15,"209,760","20,976,000",7,730,128990,"12,899,000",429,공연,전체관람가,일반영화
317,엠마,어텀 드 와일드,1,2020-02-27,개봉영화,유럽,18,"209,065","20,906,500",29,"2,927",134020,"13,402,000",1803,코미디,12세이상관람가,독립/예술영화
318,런 보이 런,오원재,0,2020-05-28,개봉영화,한국,25,"208,937","20,893,740",30,"2,956",113860.2,"11,386,020",1536,드라마,15세이상관람가,일반영화
319,조커,토드 필립스,1,2019-10-02,개봉영화,북아메리카,1418,"207,455","20,745,500",21,"2,078",107085,"10,708,500",1071,액션,15세이상관람가,일반영화
320,열혈형사,윤여창,0,2020-06-18,개봉영화,한국,121,"205,400","20,539,960",25,"2,492",73810,"7,381,000",850,코미디,12세이상관람가,일반영화
321,고양이 집사,이희섭,0,2020-05-14,개봉영화,한국,49,"204,722","20,472,240",24,"2,399",113968.2,"11,396,820",1287,다큐멘터리,전체관람가,독립/예술영화
322,나를 구하지 마세요,정연경,0,2020-09-10,개봉영화,한국,79,"204,038","20,403,800",23,"2,334",105382.2,"10,538,220",1140,드라마,12세이상관람가,독립/예술영화
323,후쿠오카,장률,0,2020-08-27,개봉영화,한국,101,"202,495","20,249,540",24,"2,444",133730.7,"13,373,070",1455,드라마,15세이상관람가,독립/예술영화
324,토스카,,0,2020-12-01,개봉영화,유럽,4,"201,759","20,175,850",7,684,139522.5,"13,952,250",437,공연,12세이상관람가,일반영화
325,나인스 게이트: 아홉 번째 살인,니콜라이 콤메리키,0,2020-11-04,개봉영화,유럽,93,"199,437","19,943,650",22,"2,235",88403.8,"8,840,380",962,어드벤처,15세이상관람가,일반영화
326,광주비디오: 사라진 4시간,이조훈,0,2020-07-16,개봉영화,한국,70,"198,405","19,840,480",26,"2,615",83129.8,"8,312,980",1033,다큐멘터리,12세이상관람가,독립/예술영화
327,포기와 베스,,0,2020-10-06,개봉영화,북아메리카,7,"198,239","19,823,900",8,786,146636,"14,663,600",582,공연,12세이상관람가,일반영화
328,너의 새는 노래할 수 있어,미야케 쇼,0,2020-04-16,개봉영화,아시아,37,"197,619","19,761,900",22,"2,172",153420.4,"15,342,040",1590,멜로/로맨스,15세이상관람가,독립/예술영화
329,셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,0,2020-08-13,개봉영화,유럽,30,"195,611","19,561,110",23,"2,263",141520.5,"14,152,050",1565,다큐멘터리,전체관람가,독립/예술영화
330,69세,임선애,0,2020-08-20,개봉영화,한국,105,"195,515","19,551,500",26,"2,570",134420,"13,442,000",1676,드라마,15세이상관람가,독립/예술영화
331,더 시크릿,유발 애들러,0,2021-01-21,개봉영화,유럽,72,"195,349","19,534,860",28,"2,796",86177.7,"8,617,770",1273,스릴러,15세이상관람가,독립/예술영화
332,얼론,조니 마틴,0,2020-11-18,개봉영화,북아메리카,189,"194,743","19,474,290",23,"2,294",70690.1,"7,069,010",794,액션,15세이상관람가,독립/예술영화
333,큰엄마의 미친봉고,백승환,0,2021-01-21,개봉영화,한국,67,"193,447","19,344,740",28,"2,802",74309.1,"7,430,910",1096,코미디,12세이상관람가,일반영화
334,그 누구도 아닌,아르노 데 팔리에르,0,2020-03-26,개봉영화,유럽,74,"190,510","19,051,000",23,"2,319",127306.8,"12,730,680",1537,드라마,15세이상관람가,독립/예술영화
335,버든: 세상을 바꾸는 힘,앤드류 헤클러,0,2020-11-25,개봉영화,북아메리카,82,"187,806","18,780,570",23,"2,281",110707.7,"11,070,770",1294,드라마,15세이상관람가,독립/예술영화
336,알피니스트 - 어느 카메라맨의 고백,"임일진,김민철",0,2020-10-15,개봉영화,한국,21,"187,624","18,762,430",23,"2,316",119440.3,"11,944,030",1451,다큐멘터리,12세이상관람가,독립/예술영화
337,코마,,0,2020-11-12,개봉영화,유럽,46,"187,395","18,739,450",26,"2,563",121109.5,"12,110,950",1652,SF,15세이상관람가,독립/예술영화
338,"하이, 젝시","존 루카스,스콧 무어",0,2020-02-19,개봉영화,북아메리카,205,"186,960","18,696,000",30,"2,969",74265,"7,426,500",1219,코미디,15세이상관람가,일반영화
339,우리가 이별 뒤에 알게 되는 것들,아이스링 친-이,0,2020-09-30,개봉영화,북아메리카,37,"185,797","18,579,740",23,"2,257",119463.4,"11,946,340",1353,드라마,12세이상관람가,독립/예술영화
340,보이콰이어,프랑소아 지라드,0,2020-05-14,개봉영화,북아메리카,74,"185,091","18,509,080",22,"2,220",113682.2,"11,368,220",1319,드라마,전체관람가,독립/예술영화
341,내언니전지현과 나,박윤진,0,2020-12-03,개봉영화,한국,36,"183,583","18,358,300",21,"2,142",133070.3,"13,307,030",1454,다큐멘터리,12세이상관람가,독립/예술영화
342,첫키스만 50번째,후쿠다 유이치,0,2020-03-26,개봉영화,아시아,117,"183,366","18,336,560",22,"2,212",83162,"8,316,200",975,코미디,12세이상관람가,독립/예술영화
343,핀란드 메탈밴드,,0,2020-04-09,개봉영화,유럽,59,"180,222","18,022,180",22,"2,227",131467.4,"13,146,740",1634,코미디,15세이상관람가,독립/예술영화
344,파라다이스 힐스,앨리스 웨딩턴,0,2020-03-19,개봉영화,유럽,109,"178,552","17,855,200",20,"2,046",103605.2,"10,360,520",1103,판타지,12세이상관람가,독립/예술영화
345,엑설런트 어드벤쳐 3,딘 패리소트,0,2020-11-19,개봉영화,북아메리카,54,"178,330","17,832,980",34,"3,351",70649.4,"7,064,940",1275,어드벤처,12세이상관람가,일반영화
346,관계의 가나다에 있는 우리는,이인의,0,2021-01-28,개봉영화,한국,39,"176,581","17,658,070",24,"2,380",117247.7,"11,724,770",1499,드라마,전체관람가,독립/예술영화
347,베토벤 프로젝트,존 노이마이어,0,2020-07-12,개봉영화,유럽,13,"176,390","17,639,000",10,"1,021",130130,"13,013,000",774,공연,전체관람가,일반영화
348,모든 것을 벗어던진 특별한 여행,,0,2020-07-29,개봉영화,호주,51,"176,357","17,635,660",22,"2,183",120867,"12,086,700",1467,코미디,15세이상관람가,독립/예술영화
349,숀더쉽 더 무비: 꼬마 외계인 룰라!,"리처드 펠런,윌 베처",0,2020-02-19,개봉영화,유럽,270,"175,867","17,586,660",25,"2,502",45393,"4,539,300",646,애니메이션,전체관람가,일반영화
350,레전더리 콘서트: 카를로스 클라이버,카를로스 클라이버,0,2020-12-02,개봉영화,유럽,14,"171,300","17,130,000",6,583,115030,"11,503,000",381,공연,전체관람가,일반영화
351,사랑이 눈뜰 때,마이클 메일러,0,2020-08-26,개봉영화,북아메리카,92,"168,378","16,837,770",22,"2,197",74713.4,"7,471,340",967,드라마,12세이상관람가,독립/예술영화
352,공포체험라디오 4DX,서정희,2,2020-09-16,개봉영화,한국,37,"166,040","16,604,000",18,"1,794",60995,"6,099,500",650,공포(호러),15세이상관람가,일반영화
353,웰컴 투 X-월드,한태의,0,2020-10-29,개봉영화,한국,23,"165,224","16,522,400",21,"2,064",127609,"12,760,900",1444,다큐멘터리,전체관람가,독립/예술영화
354,용루각: 비정도시,최상훈,0,2020-12-03,개봉영화,한국,22,"163,082","16,308,210",27,"2,740",60687.5,"6,068,750",1024,액션,청소년관람불가,일반영화
355,제이티 르로이,,0,2021-01-21,개봉영화,북아메리카,93,"162,667","16,266,700",20,"1,977",81159,"8,115,900",969,드라마,15세이상관람가,독립/예술영화
356,킬 스위치,,0,2020-07-01,개봉영화,북아메리카,51,"162,609","16,260,900",32,"3,230",63609,"6,360,900",1250,SF,15세이상관람가,일반영화
357,행복의 단추를 채우는 완벽한 방법,칼 헌터,0,2020-04-02,개봉영화,유럽,55,"162,501","16,250,120",20,"1,955",108440.8,"10,844,080",1280,코미디,12세이상관람가,독립/예술영화
358,기도의 힘,알렉스 켄드릭,0,2020-04-09,개봉영화,북아메리카,69,"161,932","16,193,200",20,"2,042",72365.4,"7,236,540",923,드라마,12세이상관람가,독립/예술영화
359,송 오브 러브,,0,2020-09-10,개봉영화,기타,48,"161,341","16,134,080",31,"3,133",56676,"5,667,600",1069,드라마,12세이상관람가,일반영화
360,위 섬온 더 다크니스,,0,2020-09-17,개봉영화,북아메리카,49,"161,013","16,101,320",31,"3,131",54328,"5,432,800",1053,공포(호러),청소년관람불가,일반영화
361,함께 있을 수 있다면,끌로드 베리,0,2020-12-24,개봉영화,유럽,30,"158,766","15,876,610",21,"2,053",92772.1,"9,277,210",1185,멜로/로맨스,12세이상관람가,독립/예술영화
362,걸즈 앤 판처 제? 63회 전차도 전국 고교생 대회,미즈시마 츠토무,0,2020-04-09,개봉영화,아시아,11,"154,655","15,465,500",17,"1,667",104145,"10,414,500",1102,애니메이션,12세이상관람가,일반영화
363,캐리비안 해적과 마법 다이아몬드,라스무스 A. 실버르센,0,2020-08-26,개봉영화,유럽,138,"153,683","15,368,320",19,"1,944",29539.4,"2,953,940",353,애니메이션,전체관람가,일반영화
364,찬실이는 복도 많지,김초희,0,2020-03-05,개봉영화,한국,241,"151,594","15,159,370",16,"1,635",107755.7,"10,775,570",1050,드라마,전체관람가,독립/예술영화
365,래시 컴 홈,올더디센 하노,0,2021-01-07,개봉영화,유럽,13,"150,225","15,022,450",25,"2,498",84053,"8,405,300",1392,가족,전체관람가,독립/예술영화
366,프린세스 에미: 마법 책의 비밀,피엣 드 라이커,0,2020-11-26,개봉영화,유럽,133,"145,558","14,555,780",19,"1,871",14604,"1,460,400",181,애니메이션,전체관람가,일반영화
367,극장판 시티헌터: 신주쿠 프라이빗 아이즈,코다마 켄지,0,2020-06-18,개봉영화,아시아,64,"143,190","14,319,000",21,"2,052",65955,"6,595,500",912,애니메이션,12세이상관람가,독립/예술영화
368,마담 버터플라이,,0,2020-05-05,개봉영화,북아메리카,6,"143,049","14,304,900",6,564,100872,"10,087,200",396,공연,전체관람가,일반영화
369,파리 오페라 발레단,"티에리 데마이지에르,알반 테우를라이",0,2020-06-11,개봉영화,유럽,18,"142,875","14,287,540",18,"1,805",109580.4,"10,958,040",1341,다큐멘터리,전체관람가,독립/예술영화
370,태백권,최상훈,0,2020-08-20,개봉영화,한국,62,"142,478","14,247,800",20,"1,972",59920,"5,992,000",941,코미디,15세이상관람가,일반영화
371,팡파레,이돈구,0,2020-07-09,개봉영화,한국,24,"141,420","14,141,980",16,"1,635",104069.8,"10,406,980",1100,드라마,청소년관람불가,독립/예술영화
372,마치다군의 세계,이시이 유야,0,2020-11-12,개봉영화,아시아,44,"141,242","14,124,170",15,"1,483",105928,"10,592,800",1076,멜로/로맨스,전체관람가,독립/예술영화
373,범털,강태호,0,2020-05-14,개봉영화,한국,48,"140,236","14,023,560",17,"1,741",30092.6,"3,009,260",340,범죄,15세이상관람가,독립/예술영화
374,네 멋대로 해라: 장 뤽 고다르,미셀 하자나비시우스,0,2020-03-19,개봉영화,유럽,93,"138,296","13,829,600",17,"1,690",80296.6,"8,029,660",978,코미디,15세이상관람가,독립/예술영화
375,피가로의 결혼,그레이엄 빅,0,2020-05-01,개봉영화,유럽,4,"136,955","13,695,500",5,530,97035,"9,703,500",325,공연,12세이상관람가,일반영화
376,프리즈너,양길영,0,2020-07-23,개봉영화,한국,49,"136,424","13,642,360",17,"1,681",40754.8,"4,075,480",490,액션,15세이상관람가,일반영화
377,블러드샷,데이브 윌슨,1,2020-05-21,개봉영화,북아메리카,8,"135,680","13,568,000",18,"1,806",86760,"8,676,000",1212,액션,15세이상관람가,일반영화
378,김일성의 아이들,김덕영,0,2020-06-25,개봉영화,한국,13,"130,685","13,068,500",17,"1,666",95195,"9,519,500",1233,다큐멘터리,전체관람가,독립/예술영화
379,컨택트 2020,,0,2020-07-15,개봉영화,북아메리카,1,"130,170","13,017,000",26,"2,576",49170,"4,917,000",956,SF,12세이상관람가,일반영화
380,큐리오사,루 주네,0,2020-08-06,개봉영화,유럽,19,"129,698","12,969,800",15,"1,480",82381,"8,238,100",875,드라마,청소년관람불가,독립/예술영화
381,제인의 썸머,송은주,0,2020-06-18,개봉영화,한국,43,"125,755","12,575,500",22,"2,182",110945,"11,094,500",2013,멜로/로맨스,청소년관람불가,일반영화
382,뮤직 앤 리얼리티,"빅 포니,스티브 리",0,2020-12-23,개봉영화,한국,38,"122,814","12,281,390",14,"1,409",85066.2,"8,506,620",946,드라마,12세이상관람가,독립/예술영화
383,살로메,로메오 카스텔루치,0,2020-09-20,개봉영화,유럽,8,"122,236","12,223,600",5,486,89218,"8,921,800",347,공연,15세이상관람가,일반영화
384,그날이 온다,크리스토퍼 모리스,0,2020-12-09,개봉영화,유럽,105,"122,019","12,201,850",14,"1,361",56510,"5,651,000",594,코미디,15세이상관람가,독립/예술영화
385,얼굴없는 보스: 못다한 이야기 감독판,임성용,0,2020-05-13,개봉영화,한국,50,"121,572","12,157,200",17,"1,662",22878.4,"2,287,840",332,범죄,15세이상관람가,일반영화
386,겨울밤에,장우진,0,2020-12-10,개봉영화,한국,49,"120,840","12,083,970",14,"1,425",78355.7,"7,835,570",869,드라마,12세이상관람가,독립/예술영화
387,아르코라이브 뮤지컬 안테모사,"이정민,오미선",0,2020-03-25,개봉영화,한국,16,"120,595","12,059,500",10,"1,016",64050,"6,405,000",536,공연,전체관람가,일반영화
388,바람의 언덕,박석영,0,2020-04-23,개봉영화,한국,28,"120,549","12,054,900",17,"1,718",75054,"7,505,400",1078,드라마,전체관람가,독립/예술영화
389,우리집 똥멍청이,이반 아탈,0,2020-07-22,개봉영화,유럽,79,"119,836","11,983,600",15,"1,459",32652,"3,265,200",396,코미디,15세이상관람가,독립/예술영화
390,스왈로우,카를로 미라벨라 데이비스,0,2020-07-03,개봉영화,북아메리카,10,"119,800","11,980,000",15,"1,520",74860,"7,486,000",951,미스터리,15세이상관람가,독립/예술영화
391,라이어트: 기계들의 역습,,0,2020-12-23,개봉영화,북아메리카,52,"119,759","11,975,900",23,"2,283",103509,"10,350,900",1958,SF,15세이상관람가,일반영화
392,싸커 퀸즈,모하메드 하미디,0,2020-05-27,개봉영화,유럽,57,"119,326","11,932,580",15,"1,524",83757.4,"8,375,740",1075,코미디,12세이상관람가,독립/예술영화
393,반도,연상호,2,2020-07-15,개봉영화,한국,2575,"118,210","11,821,000",18,"1,768",93260,"9,326,000",1440,액션,15세이상관람가,일반영화
394,벌새,김보라,0,2019-08-29,개봉영화,한국,145,"117,724","11,772,400",14,"1,439",87245,"8,724,500",995,드라마,15세이상관람가,독립/예술영화
395,아이 빌리브,,0,2020-11-05,개봉영화,북아메리카,75,"117,576","11,757,600",14,"1,433",50825,"5,082,500",607,드라마,전체관람가,일반영화
396,피아니스트의 전설,쥬세페 토르나토레,0,2020-01-01,개봉영화,유럽,69,"116,535","11,653,460",23,"2,272",63389.6,"6,338,960",1231,드라마,15세이상관람가,독립/예술영화
397,세비야의 이발사,,0,2020-03-03,개봉영화,유럽,5,"115,805","11,580,500",4,421,62245,"6,224,500",207,공연,전체관람가,일반영화
398,지옥의 오르페,"베리 코스키,마이클 베이어",0,2020-10-25,개봉영화,유럽,7,"114,791","11,479,100",5,460,87814,"8,781,400",353,공연,청소년관람불가,일반영화
399,크루아상,조성규,0,2021-01-21,개봉영화,한국,42,"114,635","11,463,450",12,"1,221",70073.1,"7,007,310",736,드라마,12세이상관람가,독립/예술영화
400,엠티맨,,2,2020-11-19,개봉영화,북아메리카,100,"113,141","11,314,120",13,"1,266",49678.1,"4,967,810",556,공포(호러),15세이상관람가,일반영화
401,코드 8,,0,2020-07-02,개봉영화,북아메리카,82,"112,414","11,241,360",14,"1,362",33379.6,"3,337,960",400,SF,15세이상관람가,일반영화
402,피델리오,,0,2020-05-31,개봉영화,유럽,7,"112,308","11,230,800",5,455,81943,"8,194,300",330,공연,전체관람가,일반영화
403,아웃사이더,"가한진,후닝 유안",0,2020-04-02,개봉영화,아시아,96,"110,273","11,027,280",14,"1,355",44978.6,"4,497,860",548,기타,청소년관람불가,독립/예술영화
404,빈폴,칸테미르 발라고프,0,2020-02-27,개봉영화,유럽,33,"109,310","10,931,000",14,"1,369",82388.2,"8,238,820",1006,드라마,15세이상관람가,독립/예술영화
405,다니엘 이즌 리얼,아담 이집트 모티머,0,2020-04-09,개봉영화,북아메리카,36,"109,140","10,914,000",12,"1,221",59420,"5,942,000",635,스릴러,청소년관람불가,독립/예술영화
406,라스트 프론티어,,0,2021-01-14,개봉영화,유럽,20,"108,245","10,824,500",18,"1,840",88419,"8,841,900",1606,전쟁,15세이상관람가,독립/예술영화
407,어트랙션,"만스 말린드,비욘 스테인",0,2020-09-17,개봉영화,유럽,101,"108,076","10,807,570",13,"1,286",44520.8,"4,452,080",522,드라마,12세이상관람가,독립/예술영화
408,극장판 미니특공대: 공룡왕 디노,이영준,0,2020-02-06,개봉영화,한국,485,"107,920","10,792,040",15,"1,451",7695,"769,500",96,애니메이션,전체관람가,일반영화
409,스카이와 친구들: 로보시티의 비밀,,0,2020-12-10,개봉영화,기타,83,"107,657","10,765,680",14,"1,394",12597,"1,259,700",145,애니메이션,전체관람가,일반영화
410,황무지 5월의 고해,김태영,0,2020-10-28,개봉영화,한국,39,"106,245","10,624,500",13,"1,314",67880,"6,788,000",824,드라마,15세이상관람가,독립/예술영화
411,디어 마이 지니어스,구윤주,0,2020-10-22,개봉영화,한국,14,"105,824","10,582,400",18,"1,807",47489,"4,748,900",711,다큐멘터리,전체관람가,독립/예술영화
412,비홀드 마이 하트,조슈아 레오나드,0,2020-05-21,개봉영화,북아메리카,47,"104,673","10,467,300",12,"1,240",77314.8,"7,731,480",911,드라마,12세이상관람가,독립/예술영화
413,페인티드 버드,,0,2020-03-26,개봉영화,유럽,12,"104,043","10,404,280",11,"1,103",97639,"9,763,900",1024,드라마,청소년관람불가,독립/예술영화
414,겨울왕국 2,"크리스 벅,제니퍼 리",2,2019-11-21,개봉영화,북아메리카,2648,"103,877","10,387,700",16,"1,577",54631.8,"5,463,180",799,애니메이션,전체관람가,일반영화
415,앙상블,정형석,0,2020-11-05,개봉영화,한국,52,"103,766","10,376,610",11,"1,140",64125.4,"6,412,540",678,드라마,12세이상관람가,독립/예술영화
416,포스 오브 네이쳐,마이클 폴리쉬,0,2020-07-01,개봉영화,북아메리카,46,"101,802","10,180,160",15,"1,478",56502.8,"5,650,280",871,액션,15세이상관람가,일반영화
417,레전더리 콘서트: 레너드 번스타인,,0,2021-01-03,개봉영화,유럽,12,"101,325","10,132,500",4,366,67165,"6,716,500",229,공연,전체관람가,일반영화
418,욕창,심혜정,0,2020-07-02,개봉영화,한국,17,"100,676","10,067,580",13,"1,288",64700.8,"6,470,080",736,드라마,12세이상관람가,독립/예술영화
419,예티: 신비한 동물 탐험대,"피에르 그레코,낸시 플로렌스 사바드",0,2020-10-08,개봉영화,북아메리카,78,"100,322","10,032,160",13,"1,307",10230,"1,023,000",131,애니메이션,전체관람가,독립/예술영화
420,투란도트,프랑코 제피렐리,0,2020-02-08,개봉영화,북아메리카,5,"100,125","10,012,500",4,379,73530,"7,353,000",278,공연,12세이상관람가,일반영화
421,그녀의 비밀정원,김인식,0,2020-04-22,개봉영화,한국,79,"99,669","9,966,880",13,"1,254",29058.6,"2,905,860",375,드라마,15세이상관람가,독립/예술영화
422,라 보엠,,0,2020-11-29,개봉영화,유럽,7,"97,194","9,719,400",4,379,70690,"7,069,000",278,공연,전체관람가,일반영화
423,어쩌다 아스널,줄리엔 라페뉴,0,2020-05-13,개봉영화,유럽,85,"95,649","9,564,880",12,"1,211",37812.4,"3,781,240",500,드라마,전체관람가,독립/예술영화
424,마지막 휴가,노거경,0,2020-12-10,개봉영화,한국,11,"95,610","9,561,000",12,"1,164",63190,"6,319,000",790,기타,15세이상관람가,독립/예술영화
425,기억의 전쟁,이길보라,0,2020-02-27,개봉영화,한국,14,"95,163","9,516,300",12,"1,164",77781,"7,778,100",875,다큐멘터리,12세이상관람가,독립/예술영화
426,백두산,"이해준,김병서",2,2019-12-19,개봉영화,한국,19,"94,700","9,470,000",10,972,0,0,0,어드벤처,12세이상관람가,일반영화
427,1945: 포인트 오브 노 리턴,릭 로버츠,0,2020-06-24,개봉영화,유럽,47,"93,442","9,344,180",14,"1,369",28619.4,"2,861,940",392,전쟁,15세이상관람가,일반영화
428,킬러맨,말릭 베이더,0,2020-08-13,개봉영화,북아메리카,25,"91,923","9,192,300",11,"1,121",55383,"5,538,300",690,액션,청소년관람불가,일반영화
429,국도극장: 감독판,전지희,0,2020-05-29,개봉영화,한국,1,"90,460","9,046,000",11,"1,106",63050,"6,305,000",700,드라마,12세이상관람가,독립/예술영화
430,스킨,기 나티브,0,2020-03-19,개봉영화,북아메리카,34,"88,252","8,825,160",11,"1,120",58181.6,"5,818,160",754,드라마,청소년관람불가,독립/예술영화
431,사랑의 묘약,,0,2020-06-02,개봉영화,유럽,5,"87,400","8,740,000",3,319,67845,"6,784,500",229,공연,12세이상관람가,일반영화
432,왕과 나: 런던 팔라디움 극장 뮤지컬,게리 할버슨,2,2020-04-29,개봉영화,유럽,12,"87,370","8,737,000",5,510,46725,"4,672,500",276,공연,전체관람가,일반영화
433,히트맨,최원섭,2,2020-01-22,개봉영화,한국,1122,"86,896","8,689,600",10,958,44780,"4,478,000",463,코미디,15세이상관람가,일반영화
434,래드윔프스 안티 안티 제너레이션 2019,,0,2020-11-05,개봉영화,아시아,27,"85,490","8,549,000",5,475,38875,"3,887,500",216,공연,전체관람가,일반영화
435,구르는 수레바퀴,문정윤,0,2020-09-23,개봉영화,한국,4,"85,100","8,510,000",11,"1,072",84190,"8,419,000",1060,가족,12세이상관람가,독립/예술영화
436,버즈 오브 프레이(할리 퀸의 황홀한 해방),캐시 얀,1,2020-02-05,개봉영화,북아메리카,963,"84,228","8,422,800",10,957,70750,"7,075,000",806,액션,15세이상관람가,일반영화
437,구직자들,황승재,0,2020-11-12,개봉영화,한국,29,"84,047","8,404,650",9,920,59210.8,"5,921,080",631,SF,전체관람가,독립/예술영화
438,바다로 가자,김량,0,2020-06-18,개봉영화,한국,15,"83,625","8,362,500",12,"1,245",64585,"6,458,500",977,가족,전체관람가,독립/예술영화
439,팔리아치,마리오 마르토네,0,2020-07-03,개봉영화,유럽,5,"83,547","8,354,650",3,316,48636,"4,863,600",162,공연,12세이상관람가,일반영화
440,꿀벌과 천둥,이시카와 케이,0,2020-10-29,개봉영화,아시아,35,"82,706","8,270,600",9,923,40411,"4,041,100",431,드라마,전체관람가,독립/예술영화
441,리메인,김민경,0,2020-08-27,개봉영화,한국,45,"82,207","8,220,700",10,965,43482,"4,348,200",476,드라마,청소년관람불가,독립/예술영화
442,장 미쉘 바스키아: 더 레이디언트 차일드,탐라 데이비스,2,2020-12-09,개봉영화,북아메리카,18,"79,791","7,979,100",9,869,53813,"5,381,300",580,다큐멘터리,12세이상관람가,일반영화
443,파도를 걷는 소년,최창환,0,2020-05-14,개봉영화,한국,25,"79,542","7,954,220",9,943,48372.2,"4,837,220",518,드라마,15세이상관람가,독립/예술영화
444,해피 해피 레스토랑,후카가와 요시히로,0,2020-05-14,개봉영화,아시아,24,"79,401","7,940,120",10,"1,009",66758,"6,675,800",855,가족,전체관람가,독립/예술영화
445,어게인,조창열,0,2020-07-30,개봉영화,한국,22,"78,995","7,899,500",10,"1,012",62650,"6,265,000",773,뮤지컬,12세이상관람가,독립/예술영화
446,마농,로랑 펠리,0,2020-03-31,개봉영화,북아메리카,5,"78,943","7,894,300",3,336,66547,"6,654,700",284,공연,12세이상관람가,일반영화
